Part,Color,Quantity
4855,8,1000
6059,15,1000
6019,2,1000
6182,19,1000
6020,2,1000
87606,47,1000
6020,14,1000
33179,12,1000
61252,70,1000
3038,1,1000
6020,2,1000
6182,72,1000
4275b,15,1000
65473,35,1000
3070b,13,1000
2432,6,1000
6140,15,1000
3002,47,1000
48183,7,1000
43710,321,1000
30144,15,1000
30292,19,1000
32316,8,1000
3034,19,1000
93604pr0009,71,1000
6309pr0049,15,1000
5032,179,1000
27507,1050,1000
6043,2,1000
4033,14,1000
27507,40,1000
32348,4,1000
22385pr1004,82,1000
62361,27,1000
27507,4,1000
6091,14,1000
10314,0,1000
3010,484,1000
2412b,6,1000
6177b,14,1000
22385pr0065,47,1000
3046a,1,1000
32576,8,1000
2465,25,1000
3005,378,1000
3062b,19,1000
40249,0,1000
18759,19,1000
11289,288,1000
32251,0,1000
1762,191,1000
3003,14,1000
4181,2,1000
98138,288,1000
25269,46,1000
4599b,70,1000
93587,14,1000
4740,46,1000
6140,1,1000
3069b,1053,1000
3001,378,1000
3021,19,1000
4190,47,1000
3022,378,1000
3001,378,1000
98138,1060,1000
3003,7,1000
6108,15,1000
27507,92,1000
3040b,7,1000
6140,8,1000
4490,14,1000
3384,47,1000
3002,5,1000
3004,378,1000
6020,15,1000
4490,14,1000
1762,80,1000
3002,191,1000
11841c02,4,1000
79850,71,1000
30367c,35,1000
6259,1,1000
6860c01,18,1000
4490,14,1000
98138pr0154,71,1000
6580,14,1000
2744,1,1000
35336,1,1000
47543,1061,1000
6020,15,1000
30373,0,1000
30155,15,1000
1745,191,1000
80029,1061,1000
3003,4,1000
3004,378,1000
2205,10,1000
33009,74,1000
6182,0,1000
27507,1062,1000
5152,15,1000
3023,47,1000
3043,6,1000
32249,15,1000
2719,0,1000
6789,18,1000
3788,25,1000
3043,7,1000
30181,4,1000
33215,71,1000
3622,47,1000
6091,29,1000
2412b,36,1000
33216,114,1000
1748,71,1000
3021,27,1000
6091,288,1000
3666,378,1000
3700,272,1000
6020,14,1000
3048c,14,1000
3957b,484,1000
3021,73,1000
32531,0,1000
3023,85,1000
4891,2,1000
2512,4,1000
41239,1,1000
3022,484,1000
6020,7,1000
32316,1,1000
3023,26,1000
42509,47,1000
65066,28,1000
65734,71,1000
6111,19,1000
27507,31,1000
78594,288,1000
6020,70,1000
60593,28,1000
6020,15,1000
3007,272,1000
3022,378,1000
31213,15,1000
2434,0,1000
3004,73,1000
65834pat0001,297,1000
50305,19,1000
31005,2,1000
50305,71,1000
3023,71,1000
2412b,42,1000
3676,14,1000
3022,378,1000
3022,378,1000
3622,484,1000
3176,2,1000
4071,7,1000
47905,4,1000
11248c01,10,1000
32316,27,1000
86148,297,1000
47847,45,1000
45705,182,1000
3659,70,1000
27507,182,1000
2419,27,1000
6197,15,1000
4217,15,1000
75347pat0001,10,1000
6198,351,1000
3003,8,1000
3622,378,1000
58181,46,1000
3070b,7,1000
6020,1,1000
2456,8,1000
6140,4,1000
48183,335,1000
80286,72,1000
3821,15,1000
4590,0,1000
3007,320,1000
3062b,41,1000
47398,28,1000
3024,29,1000
30150,4,1000
28759,0,1000
3685,1,1000
5274,41,1000
2039,15,1000
32525,1,1000
3622,351,1000
3460,6,1000
87971,1,1000
2877,8,1000
4590,15,1000
2657,25,1000
3300,2,1000
3685,15,1000
6134,0,1000
3062b,41,1000
4735,14,1000
3031,232,1000
2493b,2,1000
49668,36,1000
3005,46,1000
30072,8,1000
3936,15,1000
2347,14,1000
4282,15,1000
3005,6,1000
6141,45,1000
6629,7,1000
3622,378,1000
3623,288,1000
3024,33,1000
44524,25,1000
3710,288,1000
3678b,14,1000
74847,1,1000
85080,4,1000
3004,33,1000
75347pat0001,10,1000
4625,14,1000
3938,2,1000
51739,71,1000
3007,378,1000
3623,378,1000
43713,15,1000
3003,41,1000
4590,71,1000
3938,2,1000
3009,26,1000
6629,4,1000
2744,4,1000
57783,47,1000
30046,297,1000
3009,10,1000
3020,27,1000
2347,14,1000
87079pr0032,1,1000
4855,6,1000
6191,322,1000
32018,15,1000
6629,15,1000
3003,22,1000
3622,323,1000
3020,3,1000
3384,45,1000
31605c02,232,1000
2449,14,1000
40490,135,1000
4590,1,1000
3005,19,1000
3001,31,1000
60219,15,1000
3009,19,1000
5151,27,1000
3009,484,1000
6153b,272,1000
30110,15,1000
3039pr9970,0,1000
4871,6,1000
6140,15,1000
31605c02,73,1000
31184c01,8,1000
95188,19,1000
92947,19,1000
3070b,40,1000
3623,378,1000
3787,4,1000
6197,13,1000
6629,15,1000
6198,15,1000
3623,8,1000
3010,212,1000
3010,78,1000
4070,6,1000
54184pr0001,135,1000
86599,4,1000
3040b,27,1000
3002,2,1000
11841c02,1,1000
31005,15,1000
2456,25,1000
3022,28,1000
4590,1,1000
53540,0,1000
41769,322,1000
2431,47,1000
32028,72,1000
6629,14,1000
6565,1,1000
2540,15,1000
3185,0,1000
2357,85,1000
40490,0,1000
3832,27,1000
3795,462,1000
3024,92,1000
4182,1,1000
4262,4,1000
32000,14,1000
41239,0,1000
3020,25,1000
3031,73,1000
6629,14,1000
3004,41,1000
3043,19,1000
31605c01,2,1000
3022,22,1000
2654,33,1000
3002,10,1000
3003pr0021,15,1000
3070b,379,1000
11153,28,1000
2540,1,1000
14769,72,1000
3831,14,1000
6309pr0047,15,1000
42093,10,1000
2419,25,1000
51342pat0001,308,1000
2873,14,1000
4196,15,1000
2476a,15,1000
3003,320,1000
3010,484,1000
30364,8,1000
32531,14,1000
3021,179,1000
80029,1054,1000
3027,15,1000
4590,8,1000
40249,20,1000
32009,1,1000
4181,1,1000
3865,10,1000
4070,2,1000
3007,27,1000
6904,100,1000
48183,7,1000
3787,15,1000
3008,288,1000
3005,33,1000
30208,42,1000
44513,1078,1000
6995,14,1000
3001,112,1000
5058,10,1000
35700pr0007,191,1000
3024,484,1000
32278,151,1000
3004,78,1000
4161,14,1000
4598,1,1000
2412b,135,1000
15573,92,1000
3020,92,1000
3005,29,1000
6583,15,1000
3006,484,1000
65633pr0014,40,1000
2450,8,1000
32165,19,1000
4066pr0276,15,1000
4201,10,1000
2508,15,1000
2430,14,1000
44536,135,1000
5630,31,1000
4237,351,1000
4282,15,1000
4070,19,1000
3005,92,1000
2449,4,1000
2430,6,1000
2450,2,1000
3007,73,1000
3623,85,1000
3832,8,1000
42061,320,1000
6942,47,1000
3023,226,1000
3024,8,1000
2356,4,1000
4033,0,1000
3184,0,1000
3024,33,1000
4211,15,1000
48183,320,1000
3007,27,1000
4733,19,1000
6134,1,1000
4477,6,1000
6180,7,1000
3010,10,1000
85984,484,1000
6515,4,1000
6574,0,1000
11153,212,1000
4181,0,1000
31184c01,0,1000
3633,19,1000
6140,2,1000
3006,27,1000
3666,6,1000
30000,70,1000
61406pat0002,288,1000
4211,14,1000
3003,462,1000
6636,2,1000
2430,2,1000
3040b,2,1000
6057,0,1000
4597,0,1000
4150,1,1000
30372,40,1000
3830,321,1000
2430,8,1000
22385,272,1000
4859,15,1000
3685,8,1000
2456,19,1000
3008,78,1000
39739,4,1000
3622,29,1000
3006,25,1000
3003pr0030,15,1000
3004,22,1000
2877,1,1000
3622,13,1000
28782,41,1000
4275b,14,1000
1749,41,1000
65473,191,1000
4216,70,1000
5058,30,1000
30389c,0,1000
6111,1051,1000
6134,19,1000
3659,14,1000
2430,8,1000
3046a,0,1000
31211,2,1000
3685,1,1000
6070,14,1000
3070bpr0100,0,1000
3023,5,1000
11153,31,1000
57895pr0003,47,1000
3622,5,1000
4275b,14,1000
6111,1051,1000
3020,13,1000
3005,28,1000
6636,1,1000
31133,2,1000
3003pr0013,15,1000
30208,15,1000
6515,4,1000
4286,1051,1000
3010,47,1000
3006pr0001,15,1000
3710,321,1000
3003pr0019,15,1000
6141,6,1000
3006,379,1000
3857,19,1000
92947,15,1000
6860c01,18,1000
3070b,47,1000
2507,0,1000
14222pr0002,297,1000
32028,2,1000
11153,322,1000
3678bpr0028,323,1000
98138pr0009,297,1000
48183,4,1000
3007,288,1000
3002,484,1000
3028,4,1000
6636,2,1000
46212,40,1000
4162,1051,1000
32526,137,1000
6309pr0048,15,1000
3479,15,1000
2432,2,1000
88292,31,1000
3943b,15,1000
11153,326,1000
48183,1,1000
30102,6,1000
2452,19,1000
3660,288,1000
4859,2,1000
4740,4,1000
3023,84,1000
32028,70,1000
4162,19,1000
6636,320,1000
3639,72,1000
3021,272,1000
98138pr0105,15,1000
3006,2,1000
87079pr0036,4,1000
3857,19,1000
6162,74,1000
4729,15,1000
3008,19,1000
3005,191,1000
4597,14,1000
30136,4,1000
3474,15,1000
2654,47,1000
3005,5,1000
61287pr0003,47,1000
3002,212,1000
54097,71,1000
2453b,320,1000
3003,25,1000
3024,462,1000
4201,20,1000
3021,92,1000
32310,7,1000
4133,15,1000
6192a,46,1000
2430,2,1000
2456,6,1000
6180,19,1000
3070b,1051,1000
3003,1051,1000
3034,322,1000
30250,14,1000
3001,19,1000
3023,34,1000
6134,15,1000
2429,1051,1000
2430,15,1000
6020,4,1000
6140,4,1000
30072,4,1000
4474,0,1000
3022,1051,1000
3024,41,1000
3020,1051,1000
3070b,1051,1000
2465,2,1000
3070bpr0078,0,1000
3010,378,1000
6636,322,1000
60212,14,1000
3005,46,1000
2555,71,1000
41768,72,1000
41768,320,1000
31005,14,1000
6192a,46,1000
2554,0,1000
3960,1,1000
4490,8,1000
3020,6,1000
6111,2,1000
4285b,15,1000
2456,378,1000
3005,47,1000
4213,14,1000
6091,14,1000
54200,484,1000
3010,33,1000
3022,334,1000
31021,6,1000
2356,4,1000
3002,378,1000
3003,1,1000
3003,288,1000
3003,484,1000
3003,378,1000
3003,378,1000
3383,52,1000
6134,1,1000
3003,27,1000
3005,484,1000
3001,27,1000
3005,46,1000
3006,72,1000
4589,272,1000
6162,74,1000
2430,71,1000
3006,19,1000
3006,19,1000
3006,14,1000
3006,14,1000
3006,14,1000
3008,272,1000
3008,484,1000
3008,378,1000
3062b,42,1000
3009,378,1000
32307,0,1000
3936,14,1000
3004,27,1000
3007,78,1000
2453b,0,1000
40490,1,1000
3007,379,1000
3006,19,1000
3710,323,1000
6183,7,1000
6104,14,1000
3031,85,1000
3565,3,1000
3003,85,1000
3006,70,1000
3008,272,1000
2903,71,1000
41767,72,1000
4201,4,1000
2430,70,1000
3006,6,1000
3005,41,1000
3678a,2,1000
24008pr0001,14,1000
6183,4,1000
2926,71,1000
2438,47,1000
3003pr0022,15,1000
3004,92,1000
3622,19,1000
4490,0,1000
5152,47,1000
3008,2,1000
60594,14,1000
47905,15,1000
2719,7,1000
3004,78,1000
78594,84,1000
2825,7,1000
6183,0,1000
2430,19,1000
4217,71,1000
57888,27,1000
2456,6,1000
2657,47,1000
2571,47,1000
6632,8,1000
32311,8,1000
3005,1051,1000
3958,15,1000
2345,7,1000
4181,1,1000
30055,4,1000
4315,1,1000
6789,18,1000
2723,15,1000
33009,20,1000
3535,71,1000
2430,19,1000
3049d,85,1000
6078,0,1000
4735,15,1000
3008,212,1000
32278,1,1000
3009,25,1000
3894,2,1000
3958,272,1000
6016,4,1000
4862,40,1000
77180,0,1000
77182,0,1000
6059,1061,1000
2620,41,1000
3678b,89,1000
41819c01,2,1000
2432,2,1000
2419,85,1000
4589,52,1000
4735,7,1000
2723,294,1000
3585,4,1000
4066pr0096,322,1000
2432,8,1000
3865,18,1000
3031,70,1000
4081b,2,1000
4735,0,1000
2540,14,1000
6183,85,1000
3002,27,1000
3678b,4,1000
3045,484,1000
2508,1,1000
3020,22,1000
2525,14,1000
3068bpr0163,0,1000
3709,2,1000
3633,0,1000
2723,73,1000
3701,19,1000
3787,2,1000
3622,78,1000
6469,72,1000
4217,4,1000
47397,28,1000
30150,1,1000
3024,28,1000
4217,4,1000
3958,1,1000
4202,2,1000
1748,0,1000
4161,7,1000
98100pr0001,15,1000
6860c01,100,1000
6178,73,1000
3008,2,1000
18675,15,1000
6183,19,1000
6942,34,1000
44715,178,1000
30151a,4,1000
4315,0,1000
3942c,0,1000
3001,323,1000
32249,15,1000
4474,36,1000
2449,2,1000
4237,70,1000
6180,19,1000
4590,14,1000
4445,14,1000
6162,14,1000
32316,6,1000
31149,14,1000
2723,15,1000
6192a,1,1000
3822,4,1000
2430,19,1000
30137,0,1000
6187,15,1000
2436,226,1000
6020,14,1000
92711,72,1000
4202,15,1000
6003,2,1000
2445,4,1000
30596,25,1000
13252pr0001,47,1000
3020,334,1000
6192a,1,1000
4201,2,1000
6564,19,1000
41539,74,1000
3031,379,1000
3021,78,1000
3703,8,1000
3005,33,1000
30137,1,1000
4315,19,1000
5058,191,1000
3633,14,1000
45202,72,1000
45202,72,1000
45202,72,1000
4217,15,1000
74847,72,1000
3475b,8,1000
3004,212,1000
57895,41,1000
74847,72,1000
74847,72,1000
74957,72,1000
74957,72,1000
74957,72,1000
3003pr0018,15,1000
4747,4,1000
3003,6,1000
6630,0,1000
6056,8,1000
6140,19,1000
2345,0,1000
2357,1051,1000
31184c01,4,1000
2431,3,1000
6003,6,1000
32173,73,1000
3867,15,1000
2744,1,1000
4315,1,1000
4229,0,1000
3031,27,1000
3007,8,1000
44375bpr0010,47,1000
3007,6,1000
3307,6,1000
3004,19,1000
3024,288,1000
3960,8,1000
3003,272,1000
3020,69,1000
32293,0,1000
4742,0,1000
4217,1,1000
3020,47,1000
4217,0,1000
3854,4,1000
2341,4,1000
10039,0,1000
3006,8,1000
4532,0,1000
36841,71,1000
3006,484,1000
4589,6,1000
4531,8,1000
3023,46,1000
4742,0,1000
3460,6,1000
3007,70,1000
2540,25,1000
6995,351,1000
31171,179,1000
47549c01,118,1000
4742,1,1000
3937,70,1000
6111,226,1000
3003pr0027,15,1000
4066pr0097,15,1000
3795,378,1000
15573,92,1000
4599a,6,1000
3005,288,1000
79850,14,1000
4742,6,1000
3934,379,1000
32173,27,1000
4266,14,1000
3007,6,1000
32028,15,1000
2711,14,1000
32305,8,1000
3006,72,1000
3065,41,1000
4740,1,1000
3710,31,1000
3070bpr0067,0,1000
30236,0,1000
3854,1,1000
31211,4,1000
3831,14,1000
4742,2,1000
3003,191,1000
31000,14,1000
3010,19,1000
33325,4,1000
3854,7,1000
3024,322,1000
3700,73,1000
4315,2,1000
4531,14,1000
2302,15,1000
4733,19,1000
2438,2,1000
2448,1,1000
4588,0,1000
3020,84,1000
3867,10,1000
4864bpr0004,47,1000
4861,19,1000
43719,0,1000
47404,70,1000
47407,15,1000
2744,14,1000
30256,71,1000
3308,0,1000
47407,4,1000
1942,1053,1000
2302,15,1000
91526,25,1000
6636,19,1000
4275b,13,1000
15712,288,1000
4532,14,1000
47404,15,1000
4895,1,1000
3004,8,1000
2572,47,1000
3005,36,1000
3023,41,1000
3024,8,1000
47501,272,1000
2465,8,1000
85834pr0006,179,1000
3023,42,1000
3937,6,1000
6191,4,1000
3475b,14,1000
2723,15,1000
30627,15,1000
4595,0,1000
4071,1,1000
47407,272,1000
2507,33,1000
32449,14,1000
2357,1051,1000
3024,85,1000
2825,25,1000
2463,0,1000
2437,47,1000
2723,15,1000
3023,334,1000
3024,191,1000
3299,14,1000
3865,10,1000
2457,14,1000
2457,0,1000
2627,15,1000
3581,6,1000
6636,8,1000
4595,0,1000
30278c01,0,1000
3023,182,1000
6053,1,1000
3024,135,1000
3475b,14,1000
4625,8,1000
3185,1,1000
30236,19,1000
2435,2,1000
3024,334,1000
2825,4,1000
2626,4,1000
6134,7,1000
4865a,1051,1000
3030,351,1000
44198,1,1000
2397,0,1000
51725,0,1000
3037,272,1000
65632,41,1000
2397,4,1000
3937,19,1000
64225,2,1000
30236,2,1000
3581,7,1000
2507,34,1000
65473,272,1000
6016,15,1000
50655pr0001,178,1000
3024,3,1000
4346,2,1000
50943,80,1000
3832,19,1000
3685,8,1000
2302,26,1000
3010,18,1000
44198,25,1000
60616bpr0001,47,1000
3455,14,1000
4532,7,1000
4201,73,1000
3023,135,1000
3023,34,1000
3003,5,1000
4733,8,1000
3037,1,1000
4532,1,1000
2356,0,1000
2462,15,1000
3937,19,1000
3023,5,1000
2462,15,1000
3731,0,1000
3865,7,1000
44569,72,1000
4217,1,1000
3006pr0004,15,1000
30383,1,1000
4587,4,1000
3024,6,1000
3041,1,1000
3020,5,1000
24307,288,1000
48092,2,1000
6083,15,1000
6141,1055,1000
6636,6,1000
3865,2,1000
3022,25,1000
4263,7,1000
2437,4,1000
4346,14,1000
3006,2,1000
3024,6,1000
6995,15,1000
3008,19,1000
3006,378,1000
3581,0,1000
6629,0,1000
48092,2,1000
6141,191,1000
60601,47,1000
3684,7,1000
4856a,14,1000
26603pr0073,15,1000
3854,0,1000
3754,7,1000
6629,1,1000
2540,25,1000
4733,1,1000
6629,0,1000
2551,0,1000
3585,0,1000
60599,15,1000
43713,4,1000
50384,72,1000
4599a,8,1000
4872,33,1000
4733,6,1000
6259,19,1000
15533,71,1000
2431,115,1000
98138pr0118,15,1000
3024,41,1000
3029,19,1000
3822,15,1000
61678,2,1000
6588,47,1000
3022,321,1000
3006,1051,1000
30271pr0003,2,1000
41662,0,1000
6178,15,1000
2711,15,1000
2637,4,1000
6043,14,1000
3004,31,1000
2437,46,1000
2437,34,1000
6212,2,1000
6259,2,1000
30037,7,1000
3942c,14,1000
92947,4,1000
3037,2,1000
3865,8,1000
4081b,70,1000
4081b,19,1000
3041,15,1000
30248,272,1000
3938,1,1000
50653pr0001,178,1000
3581,4,1000
3020,5,1000
2654,46,1000
23448,36,1000
3062b,47,1000
6152b,41,1000
33326,4,1000
3297,2,1000
3010,47,1000
2637,0,1000
2654,19,1000
3865,19,1000
3788,2,1000
3070b,78,1000
44570,15,1000
6046,0,1000
3022,3,1000
3049d,4,1000
45276,135,1000
32316,14,1000
3026,15,1000
51706,135,1000
41529,0,1000
3961,19,1000
3300,15,1000
3065,57,1000
6177b,1,1000
3027,4,1000
6112,351,1000
3065,42,1000
4315,14,1000
48092,14,1000
4588,42,1000
3010,84,1000
3010,47,1000
2512,14,1000
3023,5,1000
6632,4,1000
2873,6,1000
11289,182,1000
4213,6,1000
6046,15,1000
2711,1,1000
6474,1,1000
4733,15,1000
3581,8,1000
4856a,4,1000
3961,0,1000
32140,321,1000
32140,4,1000
2654,1,1000
3010,84,1000
3581,0,1000
6067,0,1000
3865,19,1000
3942c,19,1000
50943,0,1000
47397,19,1000
43719,7,1000
3027,15,1000
3004,13,1000
32140,25,1000
18675,35,1000
32448,7,1000
6046,0,1000
2626,0,1000
60592,1,1000
4262,71,1000
51708,135,1000
3865,15,1000
2654,6,1000
3023,13,1000
4080,4,1000
2654,25,1000
30083,41,1000
3861b,0,1000
41893,0,1000
3068bpr0180,71,1000
98835pr0001,72,1000
4214,4,1000
3963,15,1000
98138pr0346,46,1000
30155,71,1000
3068bpr9962,15,1000
6177b,1,1000
54383,320,1000
30251,41,1000
3003pr0047,14,1000
43337,1,1000
18675,47,1000
6178,0,1000
60484,71,1000
2335,1,1000
3028,19,1000
32028,4,1000
60596,15,1000
41663,135,1000
3666,8,1000
47543pr0006,47,1000
3023,462,1000
4477,28,1000
62361,226,1000
2654,8,1000
6177b,15,1000
3009,25,1000
4315,8,1000
2465,2,1000
4263,14,1000
4859,19,1000
3937,2,1000
3678bpr0063,378,1000
1745,2,1000
3010,2,1000
3710,29,1000
3297,70,1000
51385,4,1000
3383,40,1000
6083,7,1000
3031,335,1000
87580,47,1000
4871,2,1000
6177b,0,1000
4856a,7,1000
3678a,7,1000
2434,7,1000
3678b,4,1000
41662,1,1000
4461,1,1000
4262,0,1000
3068b,70,1000
6259,7,1000
40249,7,1000
2723,0,1000
6111,226,1000
2637,4,1000
3063b,7,1000
2465,2,1000
55981,4,1000
13349,71,1000
3030,4,1000
3956,8,1000
6249,4,1000
62832,71,1000
4088,15,1000
6413,15,1000
47457,135,1000
2876,0,1000
2440,15,1000
3853,7,1000
4175,7,1000
2357,2,1000
4625,4,1000
3031,10,1000
47456,0,1000
6087,1,1000
3297,6,1000
47456,135,1000
3942c,19,1000
6112,73,1000
4175,4,1000
43721,71,1000
4237,2,1000
3003pr0045,14,1000
32316,70,1000
6249,8,1000
60592,71,1000
4266,4,1000
3063b,8,1000
3007,1051,1000
6087,15,1000
99781,70,1000
2454b,4,1000
3854,73,1000
2508,14,1000
48183,2,1000
30018,15,1000
3028,72,1000
2654,14,1000
3065,41,1000
6087,19,1000
30251,33,1000
3031,3,1000
30235,7,1000
2598,19,1000
3581,19,1000
6081,7,1000
31211,14,1000
92263,4,1000
3297,8,1000
87087,25,1000
3020,378,1000
75084,15,1000
3297,2,1000
3007,72,1000
2525,4,1000
2518,2,1000
2440,0,1000
30200,0,1000
2397,2,1000
98138pr9986,84,1000
6140,6,1000
3023,25,1000
3031,351,1000
4733,2,1000
4588,7,1000
424,19,1000
4175,8,1000
32140,19,1000
3857,10,1000
66857,2,1000
3956,15,1000
2873,6,1000
3853,1,1000
4175,28,1000
32213,2,1000
6056,0,1000
75084,4,1000
3070bpr0088,0,1000
50304,19,1000
31184c01,14,1000
31184c01,14,1000
87702c02pr0001,4,1000
3028,3,1000
3963,14,1000
2717,1,1000
30144,15,1000
41669,14,1000
1126,71,1000
6082,15,1000
2582,14,1000
3685,0,1000
4186,15,1000
30151a,41,1000
32316,15,1000
32316,2,1000
4186,1,1000
32028,15,1000
3020,1051,1000
32086,40,1000
3001,484,1000
3404,4,1000
6565,2,1000
6016,14,1000
3024,6,1000
6016,0,1000
30117,42,1000
3032,25,1000
3022,18,1000
3666,27,1000
3685,15,1000
6087,4,1000
6565,19,1000
3030,4,1000
51342pat0009,320,1000
4859,15,1000
2571,47,1000
3003pr0014,15,1000
3666,25,1000
3032,25,1000
4490,15,1000
3680,8,1000
3070bpr0097,0,1000
3297,14,1000
32077,15,1000
40249,19,1000
3961,6,1000
4859,6,1000
43719,73,1000
3565,19,1000
43721,272,1000
3675,72,1000
4066pr0276,15,1000
3961,15,1000
6259,0,1000
4262,4,1000
2527,6,1000
3024,379,1000
3020,323,1000
3003,19,1000
6082,7,1000
3961,15,1000
3002,351,1000
3033,4,1000
30367cpr0023,179,1000
4590,71,1000
4287a,8,1000
4287a,2,1000
3839b,19,1000
4490,4,1000
4175,6,1000
4066pr0003,15,1000
44568,0,1000
51704pr0001,29,1000
3022,3,1000
44126,25,1000
3855,41,1000
31000,4,1000
4181,4,1000
41685pat0001,15,1000
31005,2,1000
30151a,14,1000
3710,462,1000
30094,0,1000
4868b,14,1000
6016,7,1000
42601,25,1000
4287a,6,1000
4066pr0099,322,1000
3029,4,1000
3030,2,1000
30094,19,1000
6112,85,1000
31000,1,1000
4871,8,1000
3029,15,1000
4447,15,1000
10202pr0006,10,1000
4202,15,1000
2449,36,1000
2345,0,1000
3811,15,1000
2486,14,1000
3001,92,1000
32173,8,1000
32173,0,1000
32316,19,1000
4672,1,1000
4672,10,1000
4672,4,1000
4672,19,1000
6112,2,1000
6195,15,1000
6564,19,1000
2654,8,1000
32173,27,1000
4672,14,1000
2419,288,1000
3024pr0003,19,1000
4672,14,1000
4863,14,1000
3710,5,1000
60594,0,1000
3029,2,1000
30094,14,1000
6564,14,1000
30151a,25,1000
6069,8,1000
6081,5,1000
2449,4,1000
60212,72,1000
60583b,15,1000
32316,6,1000
3811,2,1000
2984,4,1000
3861b,14,1000
25269,1053,1000
4625,19,1000
6219,15,1000
3685,1,1000
4287a,19,1000
6413,8,1000
6141,80,1000
3701,72,1000
3622,2,1000
30151a,14,1000
3185,15,1000
32175,14,1000
43719,25,1000
47115,226,1000
6259,1,1000
2877,1,1000
6141,378,1000
30261pr0006,15,1000
3004,5,1000
2654,36,1000
4315,6,1000
6259,14,1000
3960pr0035,52,1000
4287a,73,1000
3622,46,1000
4071,4,1000
3006,2,1000
2711,14,1000
3299,2,1000
92438,191,1000
45705,33,1000
31000,14,1000
4286,379,1000
2300,70,1000
3700,6,1000
2655,15,1000
3006,8,1000
3855,143,1000
31000,1,1000
42509pr0001,41,1000
44728,0,1000
3856,15,1000
4531,1,1000
25269,1059,1000
3068b,135,1000
3644,0,1000
6016,0,1000
3855,41,1000
73983,70,1000
4442,0,1000
30261pr0008,15,1000
48183,1,1000
4216,0,1000
3069bpr0073,14,1000
4856a,0,1000
4590,7,1000
3001,73,1000
4625,7,1000
47423,25,1000
4444,14,1000
31000,4,1000
45950,0,1000
3865,2,1000
1745,70,1000
2420,25,1000
4216,4,1000
65734,15,1000
1745,71,1000
2540,8,1000
3960pr0050,47,1000
32017,25,1000
4532,1,1000
42234,84,1000
42601,15,1000
3830,14,1000
3068b,10,1000
30044,72,1000
3831,14,1000
3006,72,1000
30151a,85,1000
6212,15,1000
2654,14,1000
3065,47,1000
3069b,22,1000
39787c01,182,1000
60219,15,1000
42509pr0002,41,1000
3045,8,1000
3021,288,1000
4266,14,1000
3069b,92,1000
4533,8,1000
30263,14,1000
27262,35,1000
4590,19,1000
4857,4,1000
6564,1,1000
12592c02,0,1000
80683,47,1000
4150,25,1000
6059,47,1000
4266,7,1000
6069,6,1000
50303,0,1000
4742,14,1000
3623,25,1000
3024,33,1000
90194,70,1000
2744,27,1000
51706,0,1000
3031,320,1000
3028,1,1000
60479,72,1000
4266,0,1000
3811,19,1000
3622,45,1000
3710,378,1000
2420,19,1000
6104,14,1000
4740,4,1000
90194,0,1000
3023,36,1000
12592c02,0,1000
2465,19,1000
50303,1,1000
3005,484,1000
3936,7,1000
3011pr0002,14,1000
3004,28,1000
4590,7,1000
32213,0,1000
4611,0,1000
76385,4,1000
4533,7,1000
50303,8,1000
3623,25,1000
6016,8,1000
4533,0,1000
2719,7,1000
4857,0,1000
3666,378,1000
4857,15,1000
2413,0,1000
2657,15,1000
6259,33,1000
3023,40,1000
32213,0,1000
30056,0,1000
2453a,14,1000
3710,158,1000
3623,27,1000
61054,320,1000
3795,378,1000
3069b,27,1000
3297,2,1000
4533,41,1000
3308,2,1000
3437pr0174,47,1000
3460,378,1000
3299,15,1000
3023,33,1000
4515,28,1000
6197,20,1000
50303,7,1000
3062b,1000,1000
4854,15,1000
4081b,27,1000
2419,6,1000
4672,71,1000
3308,351,1000
3676,14,1000
4733,6,1000
2637,14,1000
4262,0,1000
3010,326,1000
6106,19,1000
3456,71,1000
3934,6,1000
98138pr0323,14,1000
2357,6,1000
3024,326,1000
48183,14,1000
12825,6,1000
6460,15,1000
67013pat0001,72,1000
67013pat0001,272,1000
67931pat0001,321,1000
48183,71,1000
4733,8,1000
6079,0,1000
3308,19,1000
6177b,7,1000
57895pr0002,47,1000
11399,72,1000
3043,1,1000
4346,4,1000
4854,14,1000
424,25,1000
50303,4,1000
50303,15,1000
41396,0,1000
1995pat0004,45,1000
2654,4,1000
6111,14,1000
60581,25,1000
3024,378,1000
3023,19,1000
3068b,47,1000
3894,8,1000
3942c,297,1000
3030,19,1000
6198,15,1000
6016,0,1000
30149,7,1000
48183,2,1000
32140,6,1000
2654,4,1000
2445,19,1000
50303,19,1000
3738,272,1000
31000,2,1000
50303,15,1000
15456,0,1000
51725pr0007,15,1000
6141,334,1000
3678b,27,1000
32271,36,1000
2445,19,1000
3710,47,1000
31184c01,2,1000
3023,158,1000
6016,6,1000
3023,191,1000
45406,14,1000
3021,320,1000
30246,0,1000
2335,8,1000
2335,19,1000
3024,92,1000
2639,4,1000
3011pr0006,1066,1000
3747b,70,1000
4672,4,1000
3039pr9970,0,1000
4199,73,1000
3034,27,1000
45406,4,1000
3027,1,1000
30355,4,1000
41854,27,1000
6152a,4,1000
3622,73,1000
3020,212,1000
2440,0,1000
3623,31,1000
3633,1,1000
2444,19,1000
30248,15,1000
48183,7,1000
32140,272,1000
76371pr0214,47,1000
3675,70,1000
3024,378,1000
3004,212,1000
3031,19,1000
3308,70,1000
3754,15,1000
3021,323,1000
