Part,Color,Quantity
44300,71,1000
3011pr0034,71,1000
4444,71,1000
30165,71,1000
3068bpr0184,71,1000
30602,71,1000
93083pr0007,71,1000
54097,71,1000
61068pr0001,288,1000
98138pr0005,71,1000
4510,71,1000
47846,71,1000
22385,52,1000
6179pr0010,71,1000
11055pr0001,15,1000
50304,71,1000
6936,71,1000
30389c,71,1000
18674,71,1000
26599,71,1000
4624,71,1000
30036,71,1000
51542,71,1000
30367cpr0006,71,1000
98114,71,1000
51695,71,1000
51697,71,1000
98100,71,1000
44375bpr0002,71,1000
3069b,71,1000
25269,71,1000
15535,71,1000
3659,71,1000
50990b,71,1000
3040bpr0003,71,1000
31111pr9983,226,1000
47398,71,1000
98115,71,1000
44594,71,1000
44567a,71,1000
58380,71,1000
3011,71,1000
18759,71,1000
2341,71,1000
4533,71,1000
6490,226,1000
98138pr0020,71,1000
59349,71,1000
40902,71,1000
3307,8,1000
6582,71,1000
54093,71,1000
6108,71,1000
15627pr0003,71,1000
30360,71,1000
43898,71,1000
3035,71,1000
99784,71,1000
3022,71,1000
64799,71,1000
3003,71,1000
2412b,71,1000
3069bpr0014,71,1000
3839b,71,1000
2654,71,1000
4207,71,1000
4735,71,1000
30256,71,1000
2486,71,1000
30553,71,1000
3009pr0001,71,1000
93606,71,1000
88393,71,1000
2512,71,1000
2335,71,1000
4595,71,1000
3069bpr0020,71,1000
88930,71,1000
24151,71,1000
2723,71,1000
2453b,71,1000
47720,71,1000
89523,71,1000
95344,71,1000
32526,71,1000
4229,71,1000
32531,71,1000
15623pr0002,71,1000
3934,320,1000
60603,71,1000
47452,71,1000
2420,71,1000
3622,71,1000
44809,71,1000
3958,71,1000
3895,71,1000
6141,6,1000
3307,72,1000
2431,71,1000
3941,71,1000
14716,71,1000
4599b,71,1000
15571,71,1000
6111,226,1000
3008,71,1000
3703,71,1000
2419,71,1000
98138pr0039,272,1000
31110pr0014,71,1000
17485pr0001,71,1000
3403,71,1000
98283,71,1000
6490,28,1000
98287,71,1000
60658,71,1000
41769,1,1000
98560,71,1000
22388,19,1000
3942cpr0001,71,1000
15627pr0007,71,1000
44772,71,1000
47992,71,1000
15459,71,1000
6177bpr0004,71,1000
6178pr0001,71,1000
40666,71,1000
6474pr9998,71,1000
22388,0,1000
3245c,71,1000
3024,71,1000
41769,71,1000
15207,71,1000
41539,71,1000
32525,71,1000
50950,71,1000
3069bpr0154,71,1000
99206,71,1000
11477,71,1000
6177b,71,1000
14720,71,1000
3700,71,1000
30055,71,1000
4854,71,1000
6576,71,1000
30144,71,1000
73983,71,1000
30350b,0,1000
6178pr0002,71,1000
3026,71,1000
13731,71,1000
32017,71,1000
10661,71,1000
6083,71,1000
48933,71,1000
6178pr0003,71,1000
67696,1,1000
10888,71,1000
11212,71,1000
3665,71,1000
50943,71,1000
10201,71,1000
32019,0,1000
14718,71,1000
14719,71,1000
4217,71,1000
30554b,71,1000
92011,71,1000
3068bpr0274,71,1000
6141,351,1000
87616,71,1000
3030,71,1000
30300,71,1000
30565,71,1000
88646,71,1000
2654,2,1000
11055,71,1000
41669,71,1000
12884,71,1000
6583,28,1000
15118,71,1000
16968,71,1000
10563,71,1000
32523,71,1000
32059,71,1000
14181,71,1000
14395,71,1000
58119,71,1000
60477,71,1000
12825,71,1000
59900,71,1000
15068,71,1000
95343,71,1000
14769pr1011,71,1000
63864,71,1000
2460,71,1000
3832,71,1000
15332,71,1000
90498pr0009,19,1000
24866,1136,1000
98100pr1000,71,1000
15395,71,1000
4596,71,1000
6192b,71,1000
15672,71,1000
3961pr0010,71,1000
4276b,71,1000
3068bpr0257,71,1000
41239,71,1000
64225pr0001,71,1000
18675pr0001,71,1000
15038,71,1000
2345,71,1000
64782,73,1000
43712,71,1000
2339,71,1000
86500pr0007,71,1000
18980,71,1000
15626pr0002,71,1000
4864b,71,1000
92947,71,1000
14769pr0086,71,1000
48267,321,1000
3068b,71,1000
4150pr0047,71,1000
60621,71,1000
2444,71,1000
47507,72,1000
6178,72,1000
95463,72,1000
32174,72,1000
92013,72,1000
3938,72,1000
30389b,72,1000
33243,72,1000
6112,72,1000
2453a,320,1000
30041,72,1000
3676,70,1000
23950,72,1000
60599,71,1000
30044,72,1000
4066pr0088,15,1000
4289,72,1000
3660,72,1000
67810,323,1000
43721,72,1000
44728,72,1000
47296,72,1000
18674,72,1000
32063,72,1000
15573,71,1000
4536,72,1000
62113,72,1000
15571,72,1000
49153,72,1000
30367cpr0001,72,1000
6179,72,1000
30367c,72,1000
30382,72,1000
3033,72,1000
51739,72,1000
4733,72,1000
3937,320,1000
95120,72,1000
4735,72,1000
6490,72,1000
3940b,72,1000
14395,72,1000
6875,118,1000
87421,72,1000
3939,72,1000
6222,72,1000
51704,15,1000
47397,72,1000
61905,72,1000
30099,72,1000
3942c,72,1000
2341,72,1000
3941,72,1000
15625pr0005,72,1000
44567a,72,1000
42022,72,1000
62386,72,1000
3701,72,1000
3960pr9977,72,1000
85984pr0143,72,1000
73983,72,1000
3700,72,1000
98560,72,1000
18759,72,1000
3011,72,1000
51595,72,1000
2357,72,1000
6378,72,1000
30042,72,1000
41747,72,1000
61053,72,1000
11476,10,1000
43337,72,1000
40902,72,1000
6153b,4,1000
6942,72,1000
2876,0,1000
48336,72,1000
3456,272,1000
62712,72,1000
87611,72,1000
60594,71,1000
6860c01,120,1000
6377,72,1000
47458,72,1000
64448,72,1000
3831,72,1000
3032,72,1000
3622,72,1000
47454,72,1000
3710,72,1000
13349,72,1000
4510,72,1000
47457,72,1000
49153,0,1000
98283,72,1000
3895,72,1000
49153,4,1000
88293,72,1000
4740pr0005,72,1000
61054,72,1000
50862,72,1000
6157,7,1000
2434,1,1000
10247,72,1000
44302a,72,1000
98565,72,1000
47398,72,1000
47847,72,1000
2825,72,1000
3839b,72,1000
43337,46,1000
98100,320,1000
95227,72,1000
3003pr0035,72,1000
57515,72,1000
2412b,72,1000
3943b,72,1000
6564,72,1000
4150pr0012,72,1000
3035,72,1000
30357,72,1000
11299,71,1000
4871,72,1000
4732,72,1000
12799,72,1000
49153,19,1000
55206c04,72,1000
41854,72,1000
6860c01,125,1000
4855,72,1000
72454,72,1000
41748pr0019,72,1000
3069bpr0107,72,1000
41747pr0019,72,1000
87084,72,1000
93589,72,1000
3008,72,1000
2876,72,1000
47753,72,1000
4066,72,1000
49668,72,1000
2486,72,1000
3865,72,1000
45677,72,1000
48933pr0001,72,1000
45179,72,1000
2397,72,1000
22388,191,1000
98138,320,1000
3023,72,1000
6636,72,1000
41769,72,1000
15068,72,1000
11477,72,1000
98282,72,1000
3004,72,1000
4742,72,1000
93274,72,1000
30165,72,1000
91405,72,1000
4495b,5,1000
6082pat0001,72,1000
44571,72,1000
86501,72,1000
60581,72,1000
60477,72,1000
50305,72,1000
24299,72,1000
2453b,72,1000
60623,322,1000
69911,72,1000
88930,72,1000
99301,72,1000
60481,72,1000
30248,272,1000
58846,72,1000
6875,26,1000
87559,72,1000
50898,72,1000
4865b,72,1000
30602,2,1000
47990,72,1000
30285,72,1000
3938,6,1000
41766,72,1000
3027,72,1000
2440,72,1000
41751,72,1000
3794b,72,1000
2431pr0028,72,1000
87079,72,1000
50900,72,1000
4477,72,1000
87087,72,1000
87616,72,1000
87620,72,1000
6182,72,1000
87752,72,1000
32525,72,1000
15458,72,1000
92339,72,1000
30055,72,1000
30361cpr0013,72,1000
4346,72,1000
50943,72,1000
6580,72,1000
89523,72,1000
93591pr0012,72,1000
3068bpr0211,72,1000
18974,72,1000
41978,72,1000
6177a,10,1000
47451,72,1000
89651,72,1000
3795,72,1000
11212,72,1000
6141,72,1000
2419,72,1000
6111,72,1000
64276,72,1000
45466,1094,1000
6875,14,1000
2991b,72,1000
6205,72,1000
4196,73,1000
6588,0,1000
17114,72,1000
6157,72,1000
6469,72,1000
87058,72,1000
30361c,72,1000
43888,72,1000
30372,72,1000
2462,72,1000
92099,72,1000
41765,72,1000
92107,72,1000
3062b,72,1000
30367bpr0001,72,1000
4533,72,1000
4476b,72,1000
3069bpr0053,72,1000
51697,72,1000
64651,72,1000
32310pr0003,14,1000
2460,72,1000
3678bpr0040,72,1000
6541,72,1000
91988,72,1000
61678,72,1000
6177a,17,1000
30365,72,1000
85970,72,1000
42061,72,1000
87079pr0030,72,1000
44822,72,1000
10202,72,1000
3475b,72,1000
98834,72,1000
30373,72,1000
2921,72,1000
80400,15,1000
11767,72,1000
2989,72,1000
30033,72,1000
11291,321,1000
59349,72,1000
2431,72,1000
3068bpr0231,72,1000
43710,72,1000
30036,72,1000
50745,72,1000
4085c,72,1000
3009,72,1000
92950,72,1000
2454b,72,1000
2639,72,1000
3069bpr0127,72,1000
30137,72,1000
41539,191,1000
50947,72,1000
30149,72,1000
60594,72,1000
92092,72,1000
43720,72,1000
30526,72,1000
50950,72,1000
18653,19,1000
30176,72,1000
30565,5,1000
30145,72,1000
4856a,72,1000
3002,72,1000
54383,72,1000
3069bpr0010,72,1000
3069bpr0151,72,1000
15540,72,1000
3456,72,1000
63864,72,1000
30295,72,1000
3754,72,1000
87750,72,1000
30209,72,1000
3037,72,1000
95188,72,1000
76768,72,1000
60208,72,1000
44569,72,1000
30407,72,1000
31110,72,1000
41539,72,1000
3045,72,1000
47755,72,1000
60808,72,1000
32532,72,1000
4515,72,1000
30540,72,1000
43713,72,1000
64449,72,1000
67810,2,1000
51695,72,1000
60797c01,72,1000
30363,72,1000
93606,72,1000
85984pr0002,72,1000
3666,72,1000
50990b,72,1000
22888,72,1000
4079b,72,1000
6192b,72,1000
6083,72,1000
3028,72,1000
2449,72,1000
30553,72,1000
15625pr0002,72,1000
45209,4,1000
48933pr0002,72,1000
88517,72,1000
88393,72,1000
4495b,73,1000
60212,72,1000
57908,72,1000
3030,72,1000
4868b,72,1000
50303,72,1000
52501,72,1000
52038,72,1000
47300,72,1000
4854,72,1000
47759,72,1000
50949,2,1000
4490,72,1000
89650,72,1000
14520,72,1000
32000,72,1000
4212,72,1000
15254,72,1000
11399,72,1000
2458,72,1000
3029,72,1000
11295,72,1000
4287a,313,1000
42060,72,1000
43711,72,1000
41764,72,1000
44570,72,1000
3068bpr0212,72,1000
6082,72,1000
89519,72,1000
4282,72,1000
2444,72,1000
3048c,72,1000
30258,72,1000
15625pr0001,72,1000
14769pr1244,19,1000
3633,72,1000
3455,72,1000
6212,72,1000
98107pr0005,72,1000
2654pr0010,72,1000
32526,72,1000
6565,72,1000
3960,72,1000
32607,2,1000
87081,72,1000
15208,72,1000
60176,72,1000
48183,72,1000
3001,72,1000
92438,72,1000
48288,72,1000
3005,72,1000
3022,72,1000
3068bpr9789,0,1000
3678b,72,1000
3040b,72,1000
3857,72,1000
2413,72,1000
54093,72,1000
30225,72,1000
2497,72,1000
4133,72,1000
45705,72,1000
47905,72,1000
87079pr0077,72,1000
18922,72,1000
19086,72,1000
4623,72,1000
15207,72,1000
52031,72,1000
3688,72,1000
32524,72,1000
45705pr0002,72,1000
4201,72,1000
4217,72,1000
3069bpr0030,72,1000
13731,72,1000
3961,72,1000
3709,72,1000
3811,72,1000
3659,72,1000
3640,72,1000
59900,72,1000
18897,72,1000
3957a,41,1000
4861,72,1000
4477,92,1000
3639,72,1000
47404,72,1000
52036,72,1000
47431,72,1000
3937,72,1000
32028,72,1000
3298,72,1000
3069bpr0090,72,1000
32018,72,1000
2420,72,1000
40490,72,1000
44676,72,1000
3068bpr0108,72,1000
3832,72,1000
3297,72,1000
3038,72,1000
30155,72,1000
93595,72,1000
30636c04,72,1000
6005,72,1000
61185,72,1000
43898pr0003,72,1000
87079pr0031,72,1000
98302,72,1000
13269,72,1000
3068bpr0199,72,1000
3068bpr0182,72,1000
30296,72,1000
60656,72,1000
3623,72,1000
3034,72,1000
6190,72,1000
32059,72,1000
14769,72,1000
2431pr0061,72,1000
30236,72,1000
90194,72,1000
30157,72,1000
6014b,72,1000
4460b,72,1000
2432,72,1000
43723,72,1000
47432,72,1000
32005a,72,1000
30401,72,1000
6192a,72,1000
98835pr0001,72,1000
44343pr0003,72,1000
44336pr0004,72,1000
37352,27,1000
30183,72,1000
30364,72,1000
30086c01,72,1000
44126,72,1000
50901,72,1000
57894,72,1000
3068bpr0140,72,1000
32177,72,1000
62743,72,1000
3747a,72,1000
4345b,72,1000
87079pr0066,72,1000
44300,72,1000
55206c03,72,1000
3062bpr0040,72,1000
15625,72,1000
32063,0,1000
2877,72,1000
18601,72,1000
3036,72,1000
2540,72,1000
12825,72,1000
43722,72,1000
50967,72,1000
87620,322,1000
4204,72,1000
60594,3,1000
11203pr0005,72,1000
58827,72,1000
6003,72,1000
60032,72,1000
10314,72,1000
41239,72,1000
6016,72,1000
41748,72,1000
60800a,72,1000
30367cpr0012,72,1000
30095,72,1000
54091,72,1000
47988,72,1000
32064a,72,1000
6231,72,1000
30504,72,1000
18937c01,72,1000
30136,72,1000
32475,72,1000
3685,72,1000
57909b,72,1000
92280,5,1000
40666,72,1000
87079pr0326,15,1000
60474,72,1000
15672,72,1000
23996,72,1000
3026,72,1000
4740,72,1000
15625pr0004,72,1000
55706,72,1000
3044c,72,1000
3068bpr0213,72,1000
87619,72,1000
60657,72,1000
60658,72,1000
3957b,15,1000
11153,72,1000
4509,72,1000
4093a,72,1000
95270,4,1000
15625pr0003,72,1000
95347,72,1000
4345b,47,1000
43712,73,1000
42073c02,72,1000
87609,72,1000
60478,72,1000
3460,72,1000
47974,72,1000
6140,71,1000
6259,73,1000
6081,73,1000
43721,73,1000
50898,73,1000
41670,73,1000
87620,73,1000
60481,73,1000
30414,73,1000
3188,73,1000
43720,73,1000
93587pr0002,73,1000
3037,73,1000
3004pr0007,73,1000
93587pr0003,73,1000
93591pr0009,73,1000
60800a,73,1000
6091,73,1000
3245c,73,1000
3659,73,1000
4066pr0267,73,1000
60592,73,1000
47456,73,1000
93096,73,1000
40666,73,1000
93591pr0003,73,1000
4286,73,1000
41765,73,1000
30027b,73,1000
3665,73,1000
13548,73,1000
62743,73,1000
41677,73,1000
47452,73,1000
3002,73,1000
92547pr0003,73,1000
45475pr0002,25,1000
11153pr0001,73,1000
2444,73,1000
54200,73,1000
3822,72,1000
41854,73,1000
41239,73,1000
48183,73,1000
47431,73,1000
3005,73,1000
4032a,73,1000
3005pr0006,73,1000
30056,73,1000
87087,73,1000
47458,73,1000
6020,73,1000
93591pr0017,73,1000
53308,73,1000
93591pr0015,73,1000
43722,73,1000
52914,73,1000
41764,73,1000
47753,73,1000
31110pr0046,73,1000
30603,73,1000
47675,73,1000
87084,73,1000
3700,73,1000
93590,73,1000
4201,73,1000
43723,73,1000
89398,73,1000
51261,73,1000
3031,73,1000
60607,73,1000
98835,73,1000
31110pr9984,73,1000
50950,73,1000
4162,73,1000
47501,73,1000
98138pr0069,73,1000
2302,73,1000
4378,74,1000
50947,73,1000
30249,57,1000
89651,73,1000
98233,73,1000
3678bpr0014,73,1000
60897,73,1000
41855,73,1000
93597pr0002,73,1000
31110pr9981,73,1000
47296,73,1000
32558,73,1000
60623,73,1000
2357,73,1000
32056,73,1000
15573,73,1000
3832,73,1000
3854,73,1000
92094,73,1000
32449,73,1000
2412b,73,1000
2291,73,1000
3437,73,1000
4151a,17,1000
3035,73,1000
4181,73,1000
11153,73,1000
3710,73,1000
6005,73,1000
63864,73,1000
43719,73,1000
4287a,6,1000
61896,73,1000
87580,73,1000
4282,73,1000
3033,73,1000
32526,73,1000
93597,73,1000
41862,73,1000
3660,73,1000
3062b,73,1000
3024,73,1000
15580,73,1000
3034,73,1000
30145,73,1000
3001,73,1000
33009,73,1000
3069b,73,1000
31110pr0084,73,1000
3023,73,1000
98223,73,1000
31110pr9982,73,1000
88292,73,1000
4865a,73,1000
48336,73,1000
3794b,73,1000
31111pr0024,73,1000
42022,73,1000
3795,73,1000
3039,73,1000
3068bpr0305,73,1000
32173,73,1000
98834,73,1000
6197,73,1000
22886,73,1000
51260,73,1000
42023,73,1000
30602,73,1000
11203,73,1000
4182,73,1000
60594,73,1000
3040b,73,1000
3666,73,1000
3068b,73,1000
47432,73,1000
32174,73,1000
76371,73,1000
3437pr0002,73,1000
41747,73,1000
30249,42,1000
11954,73,1000
14719,73,1000
64311,73,1000
18653,320,1000
2450,73,1000
2431,73,1000
61678,73,1000
30249,41,1000
13530,73,1000
6178,73,1000
47676,73,1000
45141,4,1000
62664,73,1000
4070,73,1000
14222pr0016,73,1000
41748,73,1000
41663,73,1000
31110pr0065,73,1000
60212,73,1000
93597pr0007,73,1000
3009,73,1000
3049d,379,1000
14222pr9999,73,1000
6112,73,1000
4066pr0274,73,1000
4201,74,1000
3010,74,1000
41539,74,1000
47456,75,1000
66727,179,1000
3456,73,1000
79756,484,1000
91176,322,1000
3004,74,1000
11476,26,1000
6091,378,1000
37352,71,1000
26021,272,1000
3003pr0175,78,1000
14769pr1252,0,1000
18974,25,1000
91988,15,1000
3659,226,1000
93604pr0010,4,1000
4199,10,1000
2902,0,1000
4199,72,1000
30602,80,1000
43898,80,1000
61409,80,1000
44126,80,1000
3024,80,1000
44292,80,1000
6060,71,1000
32250,0,1000
27925,272,1000
61678,80,1000
3039,80,1000
50943,80,1000
62361,80,1000
30385,80,1000
3010,46,1000
2486,80,1000
41769,80,1000
48092,80,1000
41747,80,1000
44675,80,1000
32524,80,1000
41770,80,1000
2420,80,1000
59900,80,1000
71682,72,1000
6636,80,1000
11477,80,1000
32523,80,1000
2440,272,1000
41669,80,1000
41748,80,1000
32271,80,1000
3960,80,1000
6070,80,1000
3942c,80,1000
54200,80,1000
3957b,80,1000
30385,82,1000
4740,82,1000
3070b,84,1000
60583b,84,1000
6112,84,1000
6632,137,1000
3003,82,1000
54200,84,1000
30136,84,1000
87580,84,1000
4986,0,1000
2453a,5,1000
98107pr0002,84,1000
3068b,84,1000
30414,84,1000
2921,84,1000
6636,84,1000
43888,84,1000
48092,84,1000
2462,84,1000
88292,84,1000
30274,84,1000
98107,84,1000
32001,14,1000
2431pr0081,84,1000
3004,84,1000
98283,84,1000
6177b,115,1000
30150,84,1000
3665,84,1000
3009,84,1000
4536,84,1000
30237b,191,1000
15254,84,1000
4150pr0049,84,1000
15533,84,1000
3307,84,1000
3040b,84,1000
92263,84,1000
30137,84,1000
30414,29,1000
3004pr0014,84,1000
3831,84,1000
99301,15,1000
3660,85,1000
2432,85,1000
6191,85,1000
47753,85,1000
30151apr0001,85,1000
2357,85,1000
3666,85,1000
6636,85,1000
3021,85,1000
3069b,84,1000
14769pr1018,84,1000
2431,84,1000
3068bpr0236,84,1000
3003,84,1000
3022,84,1000
3960,7,1000
4287c,191,1000
24593,85,1000
24947,85,1000
48092,85,1000
6081,85,1000
87926,85,1000
30602,85,1000
43888,85,1000
3684,85,1000
30165,85,1000
87559,85,1000
3832,85,1000
98224,85,1000
3031,85,1000
2412b,85,1000
3048c,85,1000
93590,85,1000
60481,85,1000
60598,85,1000
4035,85,1000
3795,85,1000
14769pr1231,0,1000
31110pr0064,85,1000
43723,85,1000
6474,85,1000
44375a,85,1000
2205,10,1000
87079pr0261,1,1000
16375,85,1000
17485,10,1000
60593,85,1000
30151bpr0002,85,1000
31110pr0058,85,1000
3004,85,1000
16577,226,1000
44302a,85,1000
98223,85,1000
3298,85,1000
3300,85,1000
47753pr0013,85,1000
11477,85,1000
3455,85,1000
31110pr0048,85,1000
4871,85,1000
54200,85,1000
43722,85,1000
3940b,85,1000
44676,85,1000
47675,85,1000
3020,85,1000
3034,85,1000
4162pr0059,19,1000
32064a,85,1000
6070,85,1000
32271,85,1000
6141,85,1000
2431,85,1000
3003,85,1000
3040b,85,1000
4460b,85,1000
11477pr0005,0,1000
24151,85,1000
2413,85,1000
30565,85,1000
3794b,85,1000
3675,85,1000
3045,85,1000
3659,85,1000
33215,85,1000
3049d,272,1000
3685,85,1000
98560,85,1000
4287a,85,1000
15573,85,1000
2444,85,1000
3941,85,1000
98354pr0003,85,1000
3068bpr0582,19,1000
98342pr0005,85,1000
92410,85,1000
2302,85,1000
3794a,85,1000
93273,85,1000
3437,85,1000
4477,85,1000
92950,85,1000
3069bpr0174,85,1000
43337,85,1000
47431,85,1000
2450,85,1000
3069b,85,1000
14769,85,1000
4032a,85,1000
47457,85,1000
47452,85,1000
11477pr0009,0,1000
88393,85,1000
18940,379,1000
47676,85,1000
30139,85,1000
3188,85,1000
6556,85,1000
3001,85,1000
11197,85,1000
31110pr0102,85,1000
30553,85,1000
47501,85,1000
92013,85,1000
2555,85,1000
3623,85,1000
88517,85,1000
2449,85,1000
86500,85,1000
89523,85,1000
3961,85,1000
47432,85,1000
6005,85,1000
3943bpr0001,85,1000
50950,85,1000
31110,85,1000
32523,86,1000
61406pat0001,85,1000
93604,85,1000
3023,85,1000
87544,45,1000
30137,0,1000
60601pr0009,15,1000
47548,86,1000
44728,89,1000
32174,86,1000
3308,86,1000
3036,92,1000
26047,92,1000
60616b,92,1000
32056,110,1000
41539,110,1000
40241,110,1000
4286,89,1000
2431,86,1000
3009,89,1000
3004,89,1000
3298,89,1000
30602,89,1000
3660,89,1000
4871,89,1000
6541,89,1000
6636,89,1000
42061,89,1000
47456,89,1000
3001,1001,1000
22385pr9965,4,1000
49307,321,1000
33215,114,1000
4066,114,1000
33216,114,1000
49307,72,1000
3066,114,1000
2483,57,1000
6134,115,1000
6019,115,1000
3029,115,1000
4066,117,1000
30106,117,1000
3437,117,1000
4740,117,1000
30151b,117,1000
45463,118,1000
45462,118,1000
30383,118,1000
41539,118,1000
3020,118,1000
3010,118,1000
6182,118,1000
53657,118,1000
51676,230,1000
6490,120,1000
3035,120,1000
30036,2,1000
3066,129,1000
3005,118,1000
47456,132,1000
30602,134,1000
30367b,134,1000
6223,117,1000
51675,118,1000
31076c03,14,1000
2454a,89,1000
6179pr0030,15,1000
3062b,89,1000
47457,89,1000
3048c,89,1000
3688,89,1000
3665,89,1000
47452,89,1000
3068b,89,1000
47458,89,1000
30367bpr0004,134,1000
41663,135,1000
41239,135,1000
44510pr0004,120,1000
30151a,143,1000
61072,135,1000
26604,4,1000
32063,135,1000
41677,135,1000
47456,135,1000
41664,135,1000
87079pr0260,15,1000
2214,135,1000
30647,135,1000
32174,135,1000
30367cpr0014,179,1000
32526,135,1000
41748,135,1000
6629,135,1000
42074,135,1000
4589,135,1000
32310,135,1000
32140,135,1000
47847pat0003,135,1000
32523,135,1000
49307,27,1000
32278,135,1000
6141,135,1000
47457,135,1000
52189c02,135,1000
32316,135,1000
32524,135,1000
40490,135,1000
41677,137,1000
32348,137,1000
32523,137,1000
32056,137,1000
32009,137,1000
32140,137,1000
3065,47,1000
32475,137,1000
32526,137,1000
2483,33,1000
3003,78,1000
47847pat0001,143,1000
30361cpr0012,179,1000
98354pr0012,143,1000
47844,143,1000
3040b,143,1000
4740,143,1000
44126,4,1000
64867,143,1000
54200,143,1000
3065,143,1000
41669,143,1000
41539,143,1000
32174,143,1000
98354pr0015,143,1000
18942,72,1000
41751,143,1000
30153,143,1000
92547pr0016,143,1000
2877,135,1000
58176,143,1000
2412b,143,1000
50898,143,1000
42409,143,1000
41531,1103,1000
3958,118,1000
32526,148,1000
41677,148,1000
3795,71,1000
3004,78,1000
98606pr0003,1103,1000
32140,148,1000
2415,7,1000
43857,148,1000
6178,351,1000
30000,71,1000
32278,148,1000
44674,321,1000
3961,1103,1000
98354pr0002,1103,1000
98347,1103,1000
98343pr0001,1103,1000
98341,1103,1000
30285,0,1000
3005,78,1000
98606,1103,1000
3024pr0013,71,1000
60621,1103,1000
4162,78,1000
25214,1103,1000
2723,148,1000
44936,148,1000
30285,25,1000
2300,272,1000
32524,151,1000
40490,151,1000
64991pr0002,151,1000
80285,72,1000
64991pr0001,151,1000
85651pr0001,151,1000
41239,151,1000
44538,151,1000
64991pr0005,151,1000
47454,151,1000
85651pr0002,151,1000
3010,78,1000
32271,0,1000
32271,151,1000
32278,151,1000
89519,1103,1000
15453pr0002,158,1000
48092,158,1000
3011,158,1000
50950,158,1000
43888,158,1000
54200,158,1000
87606,14,1000
6178,115,1000
30367c,158,1000
3004,158,1000
45274,178,1000
3437,178,1000
47431,151,1000
6141,158,1000
30292,0,1000
44938,135,1000
3023,78,1000
30033,179,1000
98341,179,1000
51708,179,1000
3861b,19,1000
66858,14,1000
22385,179,1000
41669,179,1000
87559,179,1000
98135,179,1000
58176,179,1000
2432,179,1000
11477,78,1000
11477,179,1000
15395,179,1000
32175,135,1000
4856a,320,1000
93594,179,1000
98458,179,1000
64644,179,1000
56145,179,1000
11610,179,1000
42074,179,1000
61072,179,1000
44772,0,1000
30367c,179,1000
25269,78,1000
2214,179,1000
11153,179,1000
2300,25,1000
15444,179,1000
30385,179,1000
30367cpr0011,179,1000
73230,4,1000
6046,135,1000
93273,179,1000
2222,179,1000
43898,179,1000
49668,179,1000
43710,25,1000
51702,135,1000
27507,378,1000
31042,179,1000
32028,179,1000
3795,31,1000
15976,179,1000
50745,179,1000
2340,14,1000
15470,179,1000
92547pr0010,179,1000
61403,179,1000
98343pr0003,179,1000
25269pr0029,3,1000
44375b,322,1000
30367cpr1001,179,1000
98347,179,1000
57906,179,1000
31171,179,1000
14769pr1253,31,1000
2723,3,1000
22391,179,1000
59900,179,1000
88289,179,1000
2412b,179,1000
32271,72,1000
51706,135,1000
4263,4,1000
22388,179,1000
32525,179,1000
48933,25,1000
48092,78,1000
30367cpr1005,179,1000
51706,179,1000
89849,179,1000
98138pr0030,179,1000
75937,179,1000
15068,179,1000
44936,135,1000
22385pr9966,4,1000
50943,179,1000
98341pr0002,179,1000
98138pr0007,179,1000
3942c,179,1000
98341pr0005,179,1000
6196,179,1000
13731,179,1000
53660,182,1000
3437,182,1000
77845,4,1000
3861b,272,1000
61487,15,1000
98138pr0001,182,1000
32174,182,1000
4589,182,1000
98344pr0002,182,1000
23221,182,1000
32009,1,1000
2466,182,1000
30251,182,1000
4770,36,1000
3957a,182,1000
50898,182,1000
30359b,182,1000
3070bpr0195,3,1000
30153,182,1000
41671,191,1000
98138pr0023,182,1000
15101,182,1000
47844,182,1000
15336c02,182,1000
15104,182,1000
87544,182,1000
11127,182,1000
62360,182,1000
10178pr0008,182,1000
88517,182,1000
98233,191,1000
3960,191,1000
88930,191,1000
3069bpr0138,191,1000
3795,191,1000
3024,191,1000
3001,191,1000
43722,191,1000
70681,378,1000
31213pr0027,191,1000
88293,191,1000
3660,191,1000
2420,191,1000
92950,191,1000
54200,191,1000
43711,191,1000
24607,40,1000
3069b,191,1000
32449,0,1000
43710,191,1000
70681,78,1000
58846,0,1000
30109,191,1000
3710,191,1000
42061,191,1000
3010,191,1000
3004,191,1000
47454,191,1000
3437pr0029,191,1000
3011,191,1000
3039,191,1000
43723,191,1000
32348,191,1000
45301,191,1000
47296,191,1000
50950,191,1000
3069bpr0145,191,1000
3068b,191,1000
4066,191,1000
3020,191,1000
42060,191,1000
6179,191,1000
3068bpr0279,191,1000
14719,191,1000
4286,191,1000
14769,191,1000
33291,191,1000
3022,191,1000
3665,191,1000
87079pr0083,191,1000
60474,191,1000
4460b,191,1000
3437pr0046,191,1000
18527,191,1000
98354pr0001,191,1000
3040b,191,1000
3666,191,1000
3623,191,1000
49668,191,1000
41747,191,1000
51342pat0010,191,1000
2302,191,1000
92262,15,1000
3068bpr0258,191,1000
93606pr0010,4,1000
11203pr0012,191,1000
44728,191,1000
2340,191,1000
41764,191,1000
15515,191,1000
32174,191,1000
32310,191,1000
51385,191,1000
6195,191,1000
62743,191,1000
27976,191,1000
28466,191,1000
51261,191,1000
3622,191,1000
6256,191,1000
32553,191,1000
87087,191,1000
26603pr0071,379,1000
34103,2,1000
6179,322,1000
2654pr0012,191,1000
63864,191,1000
18974,191,1000
11477,191,1000
41748,191,1000
86500,191,1000
2357,191,1000
3437pr0030,191,1000
15580,191,1000
