p,depth,time
1.000000000000000000e+00,4.000000000000000000e+00,4.830522537231445312e-01
1.000000000000000000e+00,4.000000000000000000e+00,4.830522537231445312e-01
1.000000000000000000e+00,4.000000000000000000e+00,4.830522537231445312e-01
1.000000000000000000e+00,4.000000000000000000e+00,4.830522537231445312e-01
1.000000000000000000e+00,4.000000000000000000e+00,4.830522537231445312e-01
1.000000000000000000e+00,4.000000000000000000e+00,4.830522537231445312e-01
1.000000000000000000e+00,4.000000000000000000e+00,4.830522537231445312e-01
1.000000000000000000e+00,4.000000000000000000e+00,4.830522537231445312e-01
1.000000000000000000e+00,4.000000000000000000e+00,4.830522537231445312e-01
1.000000000000000000e+00,4.000000000000000000e+00,4.830522537231445312e-01
1.000000000000000000e+00,4.000000000000000000e+00,4.830522537231445312e-01
1.000000000000000000e+00,4.000000000000000000e+00,4.830522537231445312e-01
1.000000000000000000e+00,4.000000000000000000e+00,4.830522537231445312e-01
1.000000000000000000e+00,4.000000000000000000e+00,4.830522537231445312e-01
1.000000000000000000e+00,4.000000000000000000e+00,4.830522537231445312e-01
1.000000000000000000e+00,4.000000000000000000e+00,4.830522537231445312e-01
1.000000000000000000e+00,4.000000000000000000e+00,4.830522537231445312e-01
1.000000000000000000e+00,4.000000000000000000e+00,4.830522537231445312e-01
1.000000000000000000e+00,4.000000000000000000e+00,4.830522537231445312e-01
1.000000000000000000e+00,4.000000000000000000e+00,4.830522537231445312e-01
1.000000000000000000e+00,4.000000000000000000e+00,4.830522537231445312e-01
1.000000000000000000e+00,4.000000000000000000e+00,4.830522537231445312e-01
1.000000000000000000e+00,4.000000000000000000e+00,4.830522537231445312e-01
1.000000000000000000e+00,4.000000000000000000e+00,4.830522537231445312e-01
1.000000000000000000e+00,4.000000000000000000e+00,4.830522537231445312e-01
1.000000000000000000e+00,4.000000000000000000e+00,4.830522537231445312e-01
1.000000000000000000e+00,4.000000000000000000e+00,4.830522537231445312e-01
1.000000000000000000e+00,4.000000000000000000e+00,4.830522537231445312e-01
1.000000000000000000e+00,4.000000000000000000e+00,4.830522537231445312e-01
1.000000000000000000e+00,4.000000000000000000e+00,4.830522537231445312e-01
1.000000000000000000e+00,4.000000000000000000e+00,4.830522537231445312e-01
1.000000000000000000e+00,4.000000000000000000e+00,4.830522537231445312e-01
