name,subdir,N,E,N_types,specificity,degree_mean,degree_hetero,max_edges,clustering_coeff,max_chordless_cycle,self_assembly_probability,tree_num,guided_assembly_probability,tree_depth,tree_leaves,tree_N
0_1_1_1_17_21_5_19_12_7_2_5_14_3_2_20_16_16_14_2_16_5_8_9_8_9,bl_4,44,43,9,0.9360795454545454,1.9545454545454544,4.2727272727272725,37,0.0,0,,,,,,
0_1_1_1_13_21_10_9_5_3_19_3_18_3_17_17_7_2_5_16_8,bl_4,24,23,8,0.9107142857142856,1.9166666666666667,4.0,17,0.0,0,,,,,,
0_1_1_1_3_6_3_16_16_19_7_3_13_3_12,bl_4,11,10,4,1.0303030303030305,1.818181818181818,3.4545454545454546,4,0.0,0,,,,,,
0_1_1_1_7_3_2_17_14_3_16_16_6_9_12_11_2_8_16_5_4_14_8_4_20_14_8,bl_4,39,38,9,0.9182692307692308,1.948717948717949,4.153846153846154,32,0.0,0,,,,,,
0_1_1_1_15_13_17_13_21_20_14_8_17_3_2_9_17_22_15_8_5_20_3_2_16_20_8,bl_4,37,36,8,0.9362934362934364,1.945945945945946,4.162162162162162,30,0.0,0,,,,,,
0_1_1_1_16_2_7_17_11_9_15_17_21_8_11_19_4_15_9_20_2_2_8_18_4_2_8_8_20_5_14_15_16_9_20_20,bl_4,62,61,8,0.9400921658986174,1.967741935483871,4.290322580645161,55,0.0,0,,,,,,
0_1_1_1_7_21_18_5_19_18_10_19_3_2_20_9_9_17_2_2_15_4_19_16_9_9_20_4_16_9_9_4_14_4_14_5_9_9,bl_4,60,59,9,0.928125,1.9666666666666663,4.2,53,0.0,0,,,,,,
0_1_1_1_3_21_11_8_7_14_19_4_5_14_16_17_8_2_2_15_19_4_17_20_9_5_8_8_3,bl_4,40,39,9,0.925,1.95,4.15,33,0.0,0,,,,,,
0_1_1_1_2_21_11_17_22_4_4_8_8_3_2_17_19_5_17_15_9_19_2_9_18_4_4_8_14_15_15_20_8_17_9_5_17_20_5_9_8,bl_4,55,54,8,0.9324675324675324,1.963636363636364,4.218181818181818,48,0.0,0,,,,,,
0_1_1_1_17_11_13_17_21_17_5_14_8_22_18_3_5_2_16_2_3_16_9_9_4_20_18_9_4_20_16_9_9,bl_4,45,44,8,0.9285714285714284,1.9555555555555555,4.133333333333334,38,0.0,0,,,,,,
0_1_1_1_14_7_10_16_17_11_21_9_19_20_2_5_16_9_3_2_18_3_5_8,bl_4,34,33,9,0.9283088235294118,1.9411764705882355,4.176470588235294,27,0.0,0,,,,,,
0_1_1_1_21_16_4_15_18_8_2_15_20_15_3_15_13_7_5_9_9_2_17_8_3_20,bl_4,36,35,9,0.9270833333333334,1.9444444444444444,4.166666666666667,29,0.0,0,,,,,,
0_1_1_1_7_19_6_13_11_19_16_3_3_3_2_16_20_8,bl_4,21,20,9,0.9017857142857144,1.9047619047619049,4.0,14,0.0,0,,,,,,
0_1_1_1_13_16_17_21_19_19_2_2_17_18_9_22_4_2_14_5_3_20_19_20_18_20_4_4_4_19_4_5_15_17_18_8_8_8_8_9_9_8_8_8,bl_4,67,66,8,0.9253731343283582,1.9701492537313432,4.17910447761194,60,0.0,0,,,,,,
0_1_1_1_7_14_13_12_14_16_21_20_19_8_2_3_18_8_2_20_18_2_15_8_4_5_8_14_9_20,bl_4,48,47,9,0.93359375,1.9583333333333333,4.25,41,0.0,0,,,,,,
0_1_1_1_3_16_13_17_10_3_7_15_6_2_2_17_9_5_15_5_9,bl_4,31,30,8,0.9193548387096774,1.935483870967742,4.193548387096774,24,0.0,0,,,,,,
0_1_1_1_18_19_6_16_7_3_12_10_2_20_17_3_3_8,bl_4,21,20,9,0.9017857142857144,1.9047619047619049,4.0,14,0.0,0,,,,,,
0_1_1_1_14_7_14_12_14_13_6_2_4_17_3_4_2_18_14_19_9_3_5_4_16_20_9_8_9_9,bl_4,43,42,9,0.9171511627906976,1.9534883720930232,4.1395348837209305,36,0.0,0,,,,,,
0_1_1_1_18_16_2_10_13_14_9_5_14_7_21_3_4_3_20_14_8_18_2_18_8_9_4_18_8_20,bl_4,40,39,9,0.925,1.95,4.15,33,0.0,0,,,,,,
0_1_1_1_13_22_2_21_17_15_9_9_9_14_15_17_16_20_3_4_19_8_3_20_2_9_18_20_5,bl_4,39,38,8,0.934065934065934,1.948717948717949,4.153846153846154,32,0.0,0,,,,,,
0_1_1_1_10_12_21_17_7_5_16_3_15_2_4_15_20_18_14_3_3_9_8_9,bl_4,28,27,9,0.9129464285714286,1.9285714285714288,4.0,21,0.0,0,,,,,,
0_1_1_1_19_2_5_8_17_13_10_3_15_19_6_22_15_8_4_19_2_19_2_16_8_5_5_9_20_8,bl_4,46,45,9,0.9347826086956522,1.9565217391304348,4.260869565217392,39,0.0,0,,,,,,
0_1_1_1_12_10_17_14_3_6_14_3_7_2_18_4_18_4_18_3_8_20_9_9,bl_4,29,28,9,0.9030172413793104,1.9310344827586208,4.0,22,0.0,0,,,,,,
0_1_1_1_17_2_8_17_4_3_2_18_9_13_6_14_3_7_14_10_5_18_9_5,bl_4,35,34,8,0.9204081632653062,1.9428571428571428,4.171428571428572,28,0.0,0,,,,,,
0_1_1_1_2_17_19_4_2_13_19_7_8_9_21_15_16_12_15_9_17_9_20_2_19_2_9_5_8_20_18_20_5,bl_4,58,57,8,0.9433497536945812,1.9655172413793105,4.310344827586207,51,0.0,0,,,,,,
0_1_1_1_14_15_12_6_16_3_3_7_10_2_14_8_4_18_3_9_20,bl_4,25,24,9,0.9025,1.92,4.0,18,0.0,0,,,,,,
0_1_1_1_11_3_17_15_6_15_3_7_3_10_3,bl_4,11,10,4,1.0303030303030305,1.818181818181818,3.4545454545454546,4,0.0,0,,,,,,
0_1_1_1_15_11_19_7_11_19_21_17_2_15_20_2_15_5_3_9_3_4_19_5_8_8_9,bl_4,38,37,9,0.9259868421052632,1.947368421052632,4.157894736842105,31,0.0,0,,,,,,
0_1_1_1_12_15_11_18_19_7_3_2_9_15_21_2_9_5_15_9_20_15_5_2_9_14_4_20_16_9,bl_4,48,47,9,0.93359375,1.9583333333333333,4.25,41,0.0,0,,,,,,
0_1_1_1_10_2_20_22_6_17_5_9_18_14_18_19_3_3_3_9,bl_4,24,23,9,0.9140625,1.9166666666666667,4.0,17,0.0,0,,,,,,
0_1_1_1_7_10_14_12_6_19_16_3_3_3_3,bl_4,11,10,4,1.0303030303030305,1.818181818181818,3.4545454545454546,4,0.0,0,,,,,,
0_1_1_1_14_21_3_12_19_2_7_19_9_19_4_16_4_20_14_9_8_16_20_2_20_3_18_8_8,bl_4,40,39,9,0.925,1.95,4.15,33,0.0,0,,,,,,
0_1_1_1_3_13_22_9_19_16_14_14_2_6_5_2_18_2_20_17_5_16_5_9_9_8,bl_4,44,43,9,0.9360795454545454,1.9545454545454544,4.2727272727272725,37,0.0,0,,,,,,
0_1_1_1_11_3_14_12_2_15_18_7_15_8_6_3_5_3,bl_4,21,20,8,0.8945578231292517,1.9047619047619049,4.0,14,0.0,0,,,,,,
0_1_1_1_14_19_2_21_8_10_3_2_22_18_19_14_19_16_9_2_16_4_8_16_8_4_4_17_20_14_5_4_17_20_20_20_8_8_9_8_8,bl_4,61,60,8,0.9285714285714286,1.9672131147540983,4.19672131147541,54,0.0,0,,,,,,
0_1_1_1_6_22_4_5_15_12_2_17_20_8_9_17_18_14_16_8_3_2_4_4_17_20_17_17_3_9_9_9,bl_4,44,43,9,0.9232954545454546,1.9545454545454544,4.136363636363637,37,0.0,0,,,,,,
0_1_1_1_19_18_2_16_18_3_10_13_5_21_5_19_3_8_22_16_2_8_18_8_4_16_9_8_4_18_8_4_19_8_4_15_20_5_9,bl_4,47,46,8,0.9270516717325228,1.9574468085106385,4.127659574468085,40,0.0,0,,,,,,
0_1_1_1_7_11_21_3_15_14_4_4_10_18_16_9_8_4_2_17_20_8_8_14_2_20_19_9_18_20_2_19_18_9_5_9,bl_4,50,49,9,0.9325,1.96,4.24,43,0.0,0,,,,,,
0_1_1_1_15_18_7_3_16_11_3_13_21_18_8_4_4_14_20_17_2_5_19_9_8_2_14_20_8_8,bl_4,38,37,9,0.9259868421052632,1.947368421052632,4.157894736842105,31,0.0,0,,,,,,
0_1_1_1_17_6_18_11_7_15_2_19_4_17_4_10_18_4_4_20_8_15_19_8_3_9_8_9_3_3,bl_4,37,36,9,0.9037162162162162,1.945945945945946,4.0,30,0.0,0,,,,,,
0_1_1_1_17_17_11_17_2_16_20_10_2_14_8_8_4_8_7_14_21_18_5_5_2_19_3_4_17_9_9_8_5,bl_4,52,51,9,0.9314903846153846,1.9615384615384608,4.230769230769231,45,0.0,0,,,,,,
0_1_1_1_3_7_6_10_16_13_14_16_3_3_3,bl_4,11,10,4,1.0303030303030305,1.818181818181818,3.4545454545454546,4,0.0,0,,,,,,
0_1_1_1_12_18_15_22_8_18_2_8_18_20_4_6_2_15_15_4_9_19_9_4_20_9_14_5_15_9_2_20_16_8_2_20_9_17,bl_4,62,61,8,0.9400921658986174,1.967741935483871,4.290322580645161,55,0.0,0,,,,,,
0_1_1_1_13_13_7_21_3_16_4_15_17_16_8_19_8_3_3_4_14_20_3_9,bl_4,18,17,8,0.888888888888889,1.8888888888888888,3.6666666666666665,11,0.0,0,,,,,,
0_1_1_1_19_22_2_21_15_3_19_2_2_16_15_17_15_20_20_5_19_8_9_5_8_9_4_14_5_8_8,bl_4,49,48,8,0.9373177842565598,1.959183673469388,4.244897959183674,42,0.0,0,,,,,,
0_1_1_1_14_22_19_21_5_20_16_17_8_14_9_3_2_4_4_17_5_3_2_5_15_17_16_9_8_9_9,bl_4,45,44,8,0.9285714285714284,1.9555555555555555,4.133333333333334,38,0.0,0,,,,,,
0_1_1_1_7_21_9_15_17_4_15_15_18_10_20_8_2_16_2_17_5_3_5_2_20_18_9_9_9,bl_4,46,45,9,0.9347826086956522,1.9565217391304348,4.260869565217392,39,0.0,0,,,,,,
0_1_1_1_13_18_3_16_19_22_2_3_6_20_8_5_8_2_19_5_9_15_14,bl_4,34,33,9,0.9283088235294118,1.9411764705882355,4.176470588235294,27,0.0,0,,,,,,
0_1_1_1_2_12_22_16_15_5_19_14_16_5_9_2_15_9_4_17_4_14_5_21_4_15_3_19_9_5_2_15_20_9_8_8_9_8,bl_4,57,56,8,0.931077694235589,1.9649122807017545,4.2105263157894735,50,0.0,0,,,,,,
0_1_1_1_14_13_7_17_19_6_11_2_9_3_18_2_16_2_8_19_20_8_20_4_9_18_5,bl_4,45,44,9,0.9291666666666668,1.9555555555555555,4.266666666666667,38,0.0,0,,,,,,
0_1_1_1_17_6_16_17_13_12_22_18_3_4_18_5_8_3_3_2_15_9_9_5,bl_4,26,25,8,0.912087912087912,1.9230769230769231,4.0,19,0.0,0,,,,,,
0_1_1_1_12_18_11_22_4_19_6_15_4_5_15_9_2_2_5_16_20_2_3_4_14_4_5_19_18_17_19_16_9_8_8_8_9_9_8,bl_4,56,55,9,0.9296875,1.9642857142857144,4.214285714285714,49,0.0,0,,,,,,
0_1_1_1_13_17_11_2_4_21_20_8_18_14_7_18_9_9_15_5_18_2_16_4_17_2_15_20_2_19_4_20_17_5_9_8_9_8_9,bl_4,66,65,8,0.9372294372294372,1.9696969696969693,4.2727272727272725,59,0.0,0,,,,,,
0_1_1_1_21_4_16_16_15_5_19_17_9_10_3_8_2_8_18_3_4_16_4_5_14_22_9_20_8_15_8_2_14_9_5,bl_4,47,46,8,0.9270516717325228,1.9574468085106385,4.127659574468085,40,0.0,0,,,,,,
0_1_1_1_12_17_10_2_17_7_21_14_2_2_5_17_19_9_17_20_3_15_9_4_19_5_4_4_14_14_20_9_8_9_9_9,bl_4,56,55,9,0.9296875,1.9642857142857144,4.214285714285714,49,0.0,0,,,,,,
0_1_1_1_13_14_17_22_15_5_6_16_9_3_2_2_18_20_16_5_3_9_8,bl_4,34,33,9,0.9283088235294118,1.9411764705882355,4.176470588235294,27,0.0,0,,,,,,
0_1_1_1_16_11_10_15_15_22_8_2_4_8_6_16_8_14_20_2_19_15_3_8_2_18_9_20_5_5,bl_4,46,45,9,0.9347826086956522,1.9565217391304348,4.260869565217392,39,0.0,0,,,,,,
0_1_1_1_22_9_4_20_10_8_17_18_14_14_2_18_17_6_20_2_14_9_3_5_2_17_9_9_4_15_20_9,bl_4,50,49,9,0.9325,1.96,4.24,43,0.0,0,,,,,,
0_1_1_1_10_18_10_16_15_3_7_3_21_15_8_3_5_2_14_8_20,bl_4,24,23,9,0.9140625,1.9166666666666667,4.0,17,0.0,0,,,,,,
0_1_1_1_22_10_8_4_2_9_16_5_4_2_8_9_6_9_19_2_9_15_19_15_14_19_17_3_19_4_17_8_4_17_20_9_20_20,bl_4,54,53,9,0.9305555555555556,1.962962962962963,4.222222222222222,47,0.0,0,,,,,,
0_1_1_1_19_2_5_15_22_15_8_5_14_12_14_2_16_5_6_9_3_3_9,bl_4,34,33,8,0.9285714285714286,1.9411764705882355,4.176470588235294,27,0.0,0,,,,,,
0_1_1_1_2_11_10_5_21_3_19_7_16_3_19_3_14_15_8_5_9,bl_4,24,23,8,0.9107142857142856,1.9166666666666667,4.0,17,0.0,0,,,,,,
0_1_1_1_13_7_14_14_21_10_19_14_20_8_2_14_3_4_2_17_20_8_14_3_4_15_5_8_8_9,bl_4,42,41,9,0.9241071428571428,1.9523809523809523,4.142857142857143,35,0.0,0,,,,,,
0_1_1_1_16_15_19_3_7_11_12_6_2_17_2_19_9_4_20_8_19_3_4_9_19_4_16_4_14_5_8_8_9,bl_4,47,46,9,0.9162234042553192,1.9574468085106385,4.127659574468085,40,0.0,0,,,,,,
0_1_1_1_21_2_8_2_17_17_20_18_10_7_3_5_5_9_15_18_15_2_17_8_20_8,bl_4,44,43,9,0.9360795454545454,1.9545454545454544,4.2727272727272725,37,0.0,0,,,,,,
0_1_1_1_6_14_10_18_13_7_3_17_2_15_20_9_3_2_16_8_4_17_9_20,bl_4,35,34,9,0.9196428571428572,1.9428571428571428,4.171428571428572,28,0.0,0,,,,,,
0_1_1_1_11_11_2_8_19_3_18_4_7_5_21_2_16_2_4_9_19_17_20_4_4_17_19_5_17_16_19_14_20_8_8_8_9_9_8,bl_4,56,55,9,0.9296875,1.9642857142857144,4.214285714285714,49,0.0,0,,,,,,
0_1_1_1_22_18_8_11_16_2_17_18_16_8_4_6_16_8_2_14_3_3_8_4_17_9_20_4_15_4_16_4_8_14_8_8_5_4_17_20_9,bl_4,54,53,9,0.9201388888888888,1.962962962962963,4.111111111111111,47,0.0,0,,,,,,
0_1_1_1_22_11_9_5_14_21_14_20_15_2_16_17_5_3_17_3_3_8_8,bl_4,27,26,8,0.9312169312169312,1.9259259259259256,4.0,20,0.0,0,,,,,,
0_1_1_1_22_12_21_17_16_5_5_14_15_8_19_3_8_3_3_3,bl_4,17,16,6,0.9117647058823528,1.8823529411764703,3.647058823529412,10,0.0,0,,,,,,
0_1_1_1_19_16_16_3_13_6_3_13_3_2_18_4_16_5_9_7_9,bl_4,25,24,8,0.9,1.92,4.0,18,0.0,0,,,,,,
0_1_1_1_18_16_7_18_2_19_5_8_10_13_6_3_3_2_15_20_8,bl_4,31,30,9,0.9213709677419356,1.935483870967742,4.193548387096774,24,0.0,0,,,,,,
0_1_1_1_7_12_21_8_15_16_10_16_18_20_2_16_9_5_3_2_16_8_20_3,bl_4,34,33,9,0.9283088235294118,1.9411764705882355,4.176470588235294,27,0.0,0,,,,,,
0_1_1_1_6_22_15_17_3_20_16_17_9_2_4_13_15_8_16_3_2_5_15_9_5_8,bl_4,38,37,9,0.9259868421052632,1.947368421052632,4.157894736842105,31,0.0,0,,,,,,
0_1_1_1_19_2_3_19_17_16_9_22_21_17_16_8_3_3_4_16_4_19_4_18_4_16_5_4_8_17_9_20_4_5_15_8_9_8_8_9,bl_4,39,38,8,0.9194139194139194,1.948717948717949,4.0,32,0.0,0,,,,,,
0_1_1_1_12_13_6_19_19_15_22_18_3_9_4_5_15_3_3_8_2_15_8_4_14_8_20,bl_4,30,29,9,0.9125,1.933333333333333,4.0,23,0.0,0,,,,,,
0_1_1_1_21_20_2_5_3_19_17_13_8_22_15_9_5_15_16_17_8_2_20_18_9_2_5_8_16,bl_4,47,46,8,0.939209726443769,1.9574468085106385,4.25531914893617,40,0.0,0,,,,,,
0_1_1_1_7_13_12_19_16_14_3_3_2_20_16_8_6_3,bl_4,21,20,9,0.9017857142857144,1.9047619047619049,4.0,14,0.0,0,,,,,,
0_1_1_1_17_19_3_15_7_12_11_6_2_15_2_17_8_5_2_9_20_20_17_8,bl_4,41,40,9,0.9314024390243902,1.951219512195122,4.2926829268292686,34,0.0,0,,,,,,
0_1_1_1_14_6_2_12_3_22_9_2_20_20_14_19_2_9_16_5_17_19_15_4_20_15_8_8_8,bl_4,48,47,9,0.93359375,1.9583333333333333,4.25,41,0.0,0,,,,,,
0_1_1_1_13_17_13_21_8_19_22_14_5_8_19_3_2_18_19_9_2_17_3_20_8_20_5,bl_4,37,36,8,0.9362934362934364,1.945945945945946,4.162162162162162,30,0.0,0,,,,,,
0_1_1_1_21_2_8_8_10_2_18_4_18_22_9_20_9_2_9_17_2_18_5_17_17_18_19_17_15_5_8_8_5_4_18_5_5_9,bl_4,65,64,7,0.9371794871794872,1.969230769230769,4.276923076923077,58,0.0,0,,,,,,
0_1_1_1_22_12_14_21_17_18_3_17_18_9_5_5_8_2_20_17_3_9_3,bl_4,27,26,8,0.9312169312169312,1.9259259259259256,4.0,20,0.0,0,,,,,,
0_1_1_1_22_6_20_15_8_2_16_10_9_2_20_20_9_14_14_2_8_15_5_17_2_16_8_14_4_8_19_4_8_17_4_4_14_15_5_8_8,bl_4,70,69,8,0.9346938775510204,1.9714285714285715,4.257142857142857,63,0.0,0,,,,,,
0_1_1_1_12_12_21_9_22_4_9_19_4_17_4_16_14_5_20_9_3_16_15_18_15_9_8_2_15_20_8_2_8_15_3_20,bl_4,43,42,8,0.9302325581395348,1.9534883720930232,4.1395348837209305,36,0.0,0,,,,,,
0_1_1_1_12_14_14_3_10_18_22_4_19_15_8_6_3_9_2_9_15_3_20_5,bl_4,26,25,9,0.9134615384615384,1.9230769230769231,4.0,19,0.0,0,,,,,,
0_1_1_1_16_3_6_14_14_3_2_10_17_13_2_16_22_16_5_9_8_20_4_14_9_20_9,bl_4,38,37,9,0.9259868421052632,1.947368421052632,4.157894736842105,31,0.0,0,,,,,,
0_1_1_1_11_3_21_19_9_2_22_2_15_19_4_17_2_5_19_9_8_16_15_8_5_18_9_9_20_18_5_4_16_4_4_5_15_9_9_8_18,bl_4,55,54,8,0.9324675324675324,1.963636363636364,4.218181818181818,48,0.0,0,,,,,,
0_1_1_1_17_18_21_7_12_17_4_4_15_15_8_17_20_3_9_9_2_18_3_2_14_5_4_16_20_8_9_8,bl_4,42,41,9,0.9241071428571428,1.9523809523809523,4.142857142857143,35,0.0,0,,,,,,
0_1_1_1_7_17_18_18_12_3_6_10_2_17_9_3_4_2_9_5_19_4_20_18_19_9_8,bl_4,39,38,9,0.9182692307692308,1.948717948717949,4.153846153846154,32,0.0,0,,,,,,
0_1_1_1_3_22_9_5_11_21_8_14_4_18_18_19_8_18_18_20_3_2_3_4_20_14_14_9_9,bl_4,33,32,8,0.9242424242424242,1.93939393939394,4.0,26,0.0,0,,,,,,
0_1_1_1_18_10_18_6_18_11_7_2_16_9_20_3_2_20_8_14_2_20_9_15,bl_4,41,40,9,0.9314024390243902,1.951219512195122,4.2926829268292686,34,0.0,0,,,,,,
0_1_1_1_19_15_10_22_18_15_2_21_5_2_19_8_16_8_2_4_2_15_4_16_8_9_15_16_17_5_20_4_4_15_20_14_4_17_20_5_9_8_9_9_9_8_8,bl_4,75,74,7,0.928888888888889,1.9733333333333327,4.24,68,0.0,0,,,,,,
0_1_1_1_11_19_17_10_19_2_18_6_2_2_3_22_4_19_8_19_17_14_20_4_4_5_9_8_8_19_9_16_5_20_9_8,bl_4,56,55,9,0.9296875,1.9642857142857144,4.214285714285714,49,0.0,0,,,,,,
0_1_1_1_16_3_15_13_3_12_7_15_2_3_14_21_16_5_9_5_9,bl_4,24,23,8,0.9107142857142856,1.9166666666666667,4.0,17,0.0,0,,,,,,
0_1_1_1_19_18_12_22_5_3_17_14_2_8_3_21_17_8_14_9_20_3_4_5_19_8,bl_4,29,28,8,0.9285714285714286,1.9310344827586208,4.0,22,0.0,0,,,,,,
0_1_1_1_2_22_13_15_17_14_20_19_3_4_9_20_2_8_4_9_4_15_2_5_21_5_19_15_14_14_15_4_17_9_18_20_9_8_9_9_8,bl_4,61,60,8,0.9285714285714286,1.9672131147540983,4.19672131147541,54,0.0,0,,,,,,
0_1_1_1_22_6_5_12_2_14_14_17_9_15_20_18_2_20_3_3_17_8_8,bl_4,34,33,9,0.9283088235294118,1.9411764705882355,4.176470588235294,27,0.0,0,,,,,,
0_1_1_1_18_21_20_11_14_17_16_2_17_22_19_2_14_20_8_8_8_2_3_14_8_20_20_5_9,bl_4,47,46,8,0.939209726443769,1.9574468085106385,4.25531914893617,40,0.0,0,,,,,,
0_1_1_1_22_16_16_5_19_12_6_17_2_20_19_3_2_18_9_8_9_4_8_4_14_8_15_5_2_14_20_9,bl_4,52,51,9,0.9314903846153846,1.9615384615384608,4.230769230769231,45,0.0,0,,,,,,
0_1_1_1_21_19_16_14_15_3_12_20_3_8_7_2_3_15_20_9,bl_4,24,23,9,0.9140625,1.9166666666666667,4.0,17,0.0,0,,,,,,
0_1_1_1_11_16_13_22_17_3_17_14_2_15_9_9_5_3_4_17_3_20_9_6,bl_4,26,25,9,0.9134615384615384,1.9230769230769231,4.0,19,0.0,0,,,,,,
0_1_1_1_14_3_18_2_21_8_12_8_16_4_14_14_16_4_3_5_19_5_22_17_9_9_20_3_8,bl_4,33,32,8,0.9242424242424242,1.93939393939394,4.0,26,0.0,0,,,,,,
0_1_1_1_19_16_14_22_21_15_16_20_3_9_4_19_9_8_4_3_2_15_16_2_4_18_17_20_20_9_20_9_8_9,bl_4,45,44,7,0.9462962962962964,1.9555555555555555,4.133333333333334,38,0.0,0,,,,,,
0_1_1_1_7_17_6_18_10_14_11_2_17_3_4_9_9_14_3_20_3,bl_4,25,24,9,0.9025,1.92,4.0,18,0.0,0,,,,,,
0_1_1_1_11_16_14_16_11_22_3_16_4_17_3_4_20_3_21_3_20_16_16_9_8_9_9,bl_4,21,20,6,0.9476190476190476,1.9047619047619049,3.7142857142857135,14,0.0,0,,,,,,
0_1_1_1_14_6_17_10_14_22_19_8_20_3_3_2_4_9_14_19_9_3_4_15_20_9,bl_4,32,31,9,0.912109375,1.9375,4.0,25,0.0,0,,,,,,
0_1_1_1_10_11_14_15_21_14_3_15_8_22_19_2_15_3_4_5_3_17_5_5_8_8_8,bl_4,31,30,7,0.9301075268817204,1.935483870967742,4.0,24,0.0,0,,,,,,
0_1_1_1_14_12_15_15_21_13_22_19_18_8_4_5_18_2_16_4_16_20_8_20_2_3_2_20_18_19_4_5_16_8_8_9_8_8_9,bl_4,55,54,8,0.9324675324675324,1.963636363636364,4.218181818181818,48,0.0,0,,,,,,
0_1_1_1_19_2_15_10_21_16_10_14_20_18_2_8_17_2_16_3_9_22_5_4_4_9_4_15_17_9_17_8_15_9_5_5_20_9_9,bl_4,59,58,8,0.9297820823244553,1.9661016949152543,4.203389830508475,52,0.0,0,,,,,,
0_1_1_1_18_2_12_3_10_9_18_18_4_21_18_2_14_20_2_14_18_5_14_7_8_9_5_9_20_8,bl_4,48,47,9,0.93359375,1.9583333333333333,4.25,41,0.0,0,,,,,,
0_1_1_1_12_21_7_14_18_17_10_16_4_3_16_8_3_2_4_2_8_14_18_17_8_4_18_8_9_4_17_5_4_14_5_5_9_8_8,bl_4,48,47,8,0.9285714285714284,1.9583333333333333,4.125,41,0.0,0,,,,,,
0_1_1_1_13_16_18_2_20_9_16_19_21_18_12_22_2_15_9_15_20_5_8_9_2_3_4_18_18_20_20_8_8,bl_4,51,50,8,0.9355742296918768,1.96078431372549,4.235294117647059,44,0.0,0,,,,,,
0_1_1_1_2_12_13_17_22_16_2_5_18_20_20_17_21_5_19_8_3_18_18_2_14_9_4_16_4_5_16_8_8_9_8_8,bl_4,55,54,8,0.9324675324675324,1.963636363636364,4.218181818181818,48,0.0,0,,,,,,
0_1_1_1_19_16_22_12_16_5_21_4_18_3_15_20_18_8_8_9_2_4_19_5_3_16_8_8_2_9_4_14_20_17_9,bl_4,47,46,8,0.9270516717325228,1.9574468085106385,4.127659574468085,40,0.0,0,,,,,,
0_1_1_1_14_17_16_12_21_10_2_2_19_18_5_3_2_8_5_15_8_7_17_20_20_8_8,bl_4,44,43,9,0.9360795454545454,1.9545454545454544,4.2727272727272725,37,0.0,0,,,,,,
0_1_1_1_3_21_5_17_12_9_17_3_19_7_17_3_3,bl_4,14,13,7,0.875,1.8571428571428568,3.571428571428572,7,0.0,0,,,,,,
0_1_1_1_2_7_9_16_14_14_6_18_11_20_2_3_14_13_3_8_4_15_20_8,bl_4,35,34,9,0.9196428571428572,1.9428571428571428,4.171428571428572,28,0.0,0,,,,,,
0_1_1_1_11_7_13_19_3_17_14_6_2_15_2_8_17_9_20_20_2_18_5_8,bl_4,41,40,9,0.9314024390243902,1.951219512195122,4.2926829268292686,34,0.0,0,,,,,,
0_1_1_1_16_3_15_2_11_15_18_12_21_19_9_3_3_8_4_22_15_15_9_4_14_5_9_9_4_14_20_5_8,bl_4,35,34,8,0.9224489795918368,1.9428571428571428,4.0,28,0.0,0,,,,,,
0_1_1_1_7_3_10_3_3_17_15_11_2_5_21_17_20_16_14_9_8,bl_4,24,23,9,0.9140625,1.9166666666666667,4.0,17,0.0,0,,,,,,
0_1_1_1_15_7_3_15_14_2_6_16_5_10_8_3_10_2_4_14_20_9_9_16,bl_4,35,34,9,0.9196428571428572,1.9428571428571428,4.171428571428572,28,0.0,0,,,,,,
0_1_1_1_14_11_19_6_13_15_22_3_9_14_4_16_4_5_2_19_9_16_4_9_4_18_14_9_9_8_5_3_3,bl_4,36,35,8,0.9166666666666666,1.9444444444444444,4.0,29,0.0,0,,,,,,
0_1_1_1_6_19_19_19_13_3_11_22_8_17_5_2_19_4_19_9_20_3_3_8,bl_4,28,27,9,0.9129464285714286,1.9285714285714288,4.0,21,0.0,0,,,,,,
0_1_1_1_16_10_7_18_19_21_4_15_11_9_5_3_2_14_8_2_16_14_4_17_9_8_5_8_5_2_14_20_9,bl_4,50,49,9,0.9325,1.96,4.24,43,0.0,0,,,,,,
0_1_1_1_11_21_14_13_2_14_18_8_5_16_20_3_16_7_9_3_2_4_17_15_20_9_9,bl_4,38,37,9,0.9259868421052632,1.947368421052632,4.157894736842105,31,0.0,0,,,,,,
0_1_22_10_5_2_8_8_20_21_8_4_18_5_16_14_9_17_3_14,bl_2,25,24,8,0.9342857142857144,1.92,4.0,22,0.0,0,,,,,,
0_1_22_13_19_2_17_14_20_4_18_6_5_2_15_4_9_19_5_9_8_9_9,bl_2,38,37,8,0.9360902255639098,1.947368421052632,4.157894736842105,35,0.0,0,,,,,,
0_1_22_4_4_10_21_2_2_14_5_17_18_9_8_5_20_15_20_17_9_9_9_17_16_9,bl_2,37,36,7,0.9391891891891893,1.945945945945946,4.162162162162162,34,0.0,0,,,,,,
0_1_13_13_16_21_17_4_16_22_18_8_2_9_20_4_5_2_20_15_9_18_4_14_5_18_8_9_9_8,bl_2,43,42,7,0.9302325581395348,1.9534883720930232,4.1395348837209305,40,0.0,0,,,,,,
0_1_15_7_13_10_3_3_6,bl_2,7,6,4,1.0476190476190477,1.7142857142857142,3.142857142857143,4,0.0,0,,,,,,
0_1_7_2_19_19_5_3_11_10_9_6,bl_2,17,16,8,0.9117647058823528,1.8823529411764703,4.0,14,0.0,0,,,,,,
