name,subdir,N,E,N_types,specificity,degree_mean,degree_hetero,max_edges,clustering_coeff,max_chordless_cycle,self_assembly_probability,tree_num,guided_assembly_probability,tree_depth,tree_leaves,tree_N
0_1_1_22_5_10_15_3_15_19_3_3_9_21_5_16_8,bl_3,15,14,6,0.92,1.8666666666666667,3.6,10,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_10_10_17_22_15_21_20_2_9_8_5_20_3_15_19_15_8_2_15_20_8,bl_3,35,34,8,0.9387755102040816,1.9428571428571428,4.171428571428572,30,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_22_3_3_21_4_20_19_18_14_19_5_14_9_2_15_4_19_4_9_16_4_5_16_8_9_9_8_8,bl_3,39,38,8,0.9194139194139194,1.948717948717949,4.0,34,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_19_18_6_10_3_7_11_2_3_17_8_20,bl_3,19,18,9,0.9078947368421052,1.894736842105263,4.0,14,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_18_10_11_17_22_9_5_14_6_3_3_2_4_17_19_9_8_4_19_20_9,bl_3,30,29,9,0.9166666666666666,1.933333333333333,4.0,25,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_18_17_12_11_2_21_15_15_9_4_19_5_8_22_15_9_2_18_4_8_17_5_20_5_9_8_2_18_4_17_8_5_9,bl_3,55,54,7,0.9333333333333332,1.963636363636364,4.218181818181818,50,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_6_7_19_3_3_12_17_10_3,bl_3,9,8,4,1.037037037037037,1.7777777777777777,3.333333333333333,4,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_7_6_15_16_3_12_13_2_4_20_15_8_18_9_2_5_14_9,bl_3,33,32,9,0.9242424242424242,1.93939393939394,4.181818181818182,28,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_21_5_11_16_17_2_16_14_5_9_7_2_17_5_3_8_8,bl_3,32,31,8,0.9352678571428572,1.9375,4.1875,27,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_12_12_14_15_3_3_7_21_16_2_18_9_9_5_20,bl_3,22,21,9,0.9204545454545454,1.9090909090909087,4.0,17,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_12_3_3_16_12_14_2_17_5_6_22_16_4_16_4_18_9_20_9_9_9,bl_3,26,25,9,0.9182692307692308,1.9230769230769231,4.0,21,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_2_12_13_16_6_22_2_15_4_14_20_18_9_20_4_16_4_8_8_20_3_19_16_19_8_9_8,bl_3,44,43,9,0.9261363636363636,1.9545454545454544,4.136363636363637,39,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_15_2_22_11_20_3_6_18_18_20_14_2_18_4_5_17_8_9_9_9,bl_3,36,35,9,0.9305555555555556,1.9444444444444444,4.166666666666667,31,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_16_6_19_3_11_2_3_5_13_17_9_7,bl_3,19,18,8,0.9022556390977444,1.894736842105263,4.0,14,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_18_22_2_21_8_2_4_8_14_5_5_15_15_18_9_5_4_18_9_17_17_8_4_18_9_20_8_3,bl_3,43,42,8,0.9302325581395348,1.9534883720930232,4.1395348837209305,38,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_15_21_3_18_9_16_10_5_7_2_14_2_15_5_9_8_5,bl_3,32,31,8,0.9352678571428572,1.9375,4.1875,27,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_21_9_12_2_18_22_5_17_4_16_5_17_15_16_2_18_5_5_3_8_8_9_8,bl_3,37,36,7,0.9414414414414416,1.945945945945946,4.162162162162162,32,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_7_12_16_11_16_6_2_18_4_9_3_9_5_3_15,bl_3,23,22,8,0.906832298136646,1.9130434782608696,4.0,18,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_12_22_17_21_4_9_17_20_15_16_9_5_15_8_3_2_4_4_14_18_9_19_2_18_20_20_8_8_9,bl_3,45,44,8,0.9285714285714284,1.9555555555555555,4.133333333333334,40,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_15_3_11_19_11_2_9_5_3_16_6_7,bl_3,19,18,8,0.9022556390977444,1.894736842105263,4.0,14,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_2_13_11_22_2_17_16_3_5_6_16_8_20_9_14_5_18_8,bl_3,32,31,9,0.93359375,1.9375,4.1875,27,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_15_21_18_8_22_9_3_2_8_15_19_20_2_5_18_17_20_9_20,bl_3,35,34,8,0.9387755102040816,1.9428571428571428,4.171428571428572,30,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_22_20_21_17_18_17_5_2_8_16_8_2_9_19_16_2_14_5_9_9_20_20,bl_3,45,44,7,0.9462962962962964,1.9555555555555555,4.266666666666667,40,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_16_19_2_20_3_13_3_21_16_7_5_8_8_12_14,bl_3,22,21,9,0.9204545454545454,1.9090909090909087,4.0,17,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_7_2_4_10_15_20_19_15_21_13_8_9_14_16_4_8_8_16_2_4_2_15_4_5_4_17_5_4_5_17_18_19_16_8_9_9_9_8_8,bl_3,64,63,8,0.9285714285714286,1.96875,4.1875,59,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_19_14_12_10_7_3_21_3_15_3_8_5,bl_3,12,11,7,0.888888888888889,1.8333333333333333,3.5,7,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_17_17_2_20_12_3_14_8_10_22_20_9_2_8_20_6_18_18,bl_3,32,31,9,0.93359375,1.9375,4.1875,27,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_13_13_16_21_8_22_4_9_4_20_19_9_3_17_2_9_9_17_20_15_5_18_3_17,bl_3,29,28,8,0.9285714285714286,1.9310344827586208,4.0,24,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_10_15_14_2_15_2_9_14_7_11_21_2_16_18_5_8_5_8_5_4_20_8_15_9,bl_3,46,45,8,0.9425465838509316,1.9565217391304348,4.260869565217392,41,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_13_16_2_2_8_19_12_20_15_7_9_5_14_2_15_5_8_6,bl_3,39,38,8,0.945054945054945,1.948717948717949,4.307692307692308,34,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_3_16_18_11_12_7_3_6_2_5_17_9,bl_3,19,18,8,0.9022556390977444,1.894736842105263,4.0,14,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_7_6_10_17_13_2_20_16_17_3_9_2_9_5_18,bl_3,29,28,9,0.9267241379310344,1.9310344827586208,4.206896551724138,24,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_17_19_21_18_10_2_7_17_9_8_4_4_8_20_19_15_8_20_2_9_15_20_3,bl_3,38,37,9,0.9292763157894736,1.947368421052632,4.157894736842105,33,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_6_13_16_17_12_3_7_2_4_8_17_8_17_3_20,bl_3,23,22,9,0.907608695652174,1.9130434782608696,4.0,18,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_13_16_7_15_6_12_3_2_4_2_5_15_16_4_5_9_16_14_8_8_9,bl_3,37,36,8,0.9266409266409268,1.945945945945946,4.162162162162162,32,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_16_13_14_2_13_9_4_15_6_9_3_3_18_22_19_5_4_19_20_8_9,bl_3,30,29,9,0.9166666666666666,1.933333333333333,4.0,25,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_14_7_6_13_13_17_3_3_2_5_18_9,bl_3,19,18,8,0.9022556390977444,1.894736842105263,4.0,14,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_6_11_12_16_22_18_8_5_2_19_14_9_4_17_4_16_9_9_4_2_8_14_2_9_4_8_4_17_15_16_18_5_8_9_4_16_4_8_4_19_18_4_5_5_15_9_8_8,bl_3,78,77,7,0.935897435897436,1.9743589743589745,4.153846153846154,73,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_11_7_15_10_2_5_16_9_18_2_19_3_8_20_6,bl_3,29,28,9,0.9267241379310344,1.9310344827586208,4.206896551724138,24,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_12_21_5_22_15_3_8_19_8_2_15_9_15_4_8_16_2_16_16_20_9_5_5,bl_3,39,38,8,0.934065934065934,1.948717948717949,4.153846153846154,34,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_13_15_18_12_6_22_16_9_20_3_3_2_16_5_9,bl_3,22,21,9,0.9204545454545454,1.9090909090909087,4.0,17,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_22_18_6_5_14_12_8_16_3_3_2_20_19_9,bl_3,22,21,9,0.9204545454545454,1.9090909090909087,4.0,17,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_14_12_22_21_2_18_3_16_20_20_15_16_8_20_9_2_8_5_14_9,bl_3,35,34,8,0.9387755102040816,1.9428571428571428,4.171428571428572,30,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_15_13_6_10_22_2_18_17_9_19_2_5_8_16_5_2_18_20_9_4_17_9_5_8,bl_3,46,45,8,0.9425465838509316,1.9565217391304348,4.260869565217392,41,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_7_2_5_19_19_10_6_16_11_2_2_19_16_5_9_5_8_8,bl_3,39,38,7,0.9487179487179488,1.948717948717949,4.307692307692308,34,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_12_7_11_2_6_4_3_20_15_16_19_19_3_8_9,bl_3,23,22,9,0.907608695652174,1.9130434782608696,4.0,18,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_18_10_6_11_19_22_9_3_16_5_2_8_3_16_4_19_8_5,bl_3,26,25,8,0.9203296703296704,1.9230769230769231,4.0,21,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_2_16_13_21_2_5_2_14_12_4_22_20_14_4_16_17_15_4_15_14_5_9_8_4_20_17_17_17_4_18_20_8_8_9_9_8_8_9_8,bl_3,59,58,7,0.9293785310734464,1.9661016949152543,4.203389830508475,54,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_12_15_6_10_2_5_14_9_2_5_15_7_15_2_18_8_8_20,bl_3,39,38,8,0.945054945054945,1.948717948717949,4.307692307692308,34,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_21_5_14_22_15_5_17_15_2_19_20_9_2_8_4_20_8_19_9_2_18_18_20_8_9,bl_3,49,48,7,0.9404761904761904,1.959183673469388,4.244897959183674,44,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_13_14_19_6_2_11_2_9_2_17_14_14_4_15_5_22_15_9_4_19_5_4_18_8_20_5_8_8_8_9,bl_3,52,51,8,0.9368131868131868,1.9615384615384608,4.230769230769231,47,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_12_6_19_18_10_3_22_18_8_4_20_15_8_2_3_5_14_9,bl_3,24,23,9,0.9192708333333334,1.9166666666666667,4.0,19,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_21_5_13_2_20_9_8_2_17_3_8_7_16_18_18_16_5,bl_3,32,31,9,0.93359375,1.9375,4.1875,27,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_3_6_19_18_10_11_3_22_17_9_5_2_20_17_9,bl_3,22,21,9,0.9204545454545454,1.9090909090909087,4.0,17,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_22_17_14_3_3_3_16_21_19_4_9_20_15_20_9_8,bl_3,17,16,6,0.9529411764705882,1.8823529411764703,3.647058823529412,12,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_21_19_13_4_22_20_20_16_19_2_5_16_15_19_8_9_8_8_3_3,bl_3,27,26,8,0.9312169312169312,1.9259259259259256,4.0,22,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_3_16_7_21_16_5_14_8_11_3_2_8_4_14_17_5_9,bl_3,26,25,8,0.9203296703296704,1.9230769230769231,4.0,21,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_22_10_18_9_2_5_20_21_20_9_9_16_2_15_16_4_9_2_5_16_5_15_9_14_8_19,bl_3,49,48,7,0.9404761904761904,1.959183673469388,4.244897959183674,44,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_7_19_18_13_11_3_3_6_3,bl_3,9,8,4,1.037037037037037,1.7777777777777777,3.333333333333333,4,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_10_22_2_19_4_20_6_17_15_15_16_20_9_3_8_8_2_8_15_5,bl_3,34,33,9,0.9319852941176472,1.9411764705882355,4.176470588235294,29,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_3_17_13_21_2_20_11_8_9_22_15_2_15_14_17_8_5_17_5_20_8,bl_3,35,34,8,0.9387755102040816,1.9428571428571428,4.171428571428572,30,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_19_2_3_4_21_8_12_7_4_8_18_19_19_17_16_8_2_15_8_5_4_19_5_4_16_5_9_9_8,bl_3,44,43,8,0.9334415584415584,1.9545454545454544,4.136363636363637,39,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_11_18_17_2_18_22_2_15_21_2_20_8_8_20_9_17_17_5_14_9_20_9_20,bl_3,45,44,7,0.9462962962962964,1.9555555555555555,4.266666666666667,40,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_12_22_18_4_18_2_15_5_4_14_14_5_19_21_16_5_8_3_3_9_8_8_9,bl_3,31,30,7,0.9327956989247312,1.935483870967742,4.0,26,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_7_15_6_2_12_2_17_14_15_5_10_3_4_5_14_8_8_8,bl_3,33,32,8,0.9264069264069263,1.93939393939394,4.181818181818182,28,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_13_22_18_9_15_17_20_6_2_3_2_19_18_8_5_20_8,bl_3,32,31,9,0.93359375,1.9375,4.1875,27,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_12_2_7_19_11_21_2_20_20_14_17_3_14_14_8_8_9_20,bl_3,32,31,9,0.93359375,1.9375,4.1875,27,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_7_16_6_11_18_13_2_4_2_19_4_19_5_2_9_16_4_14_19_14_9_8_9_8_8_20_4_18_5_8,bl_3,55,54,8,0.9298701298701298,1.963636363636364,4.218181818181818,50,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_14_17_3_3_13_3_7_6_12,bl_3,9,8,4,1.037037037037037,1.7777777777777777,3.333333333333333,4,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_11_15_16_7_3_12_6_3_3,bl_3,9,8,4,1.037037037037037,1.7777777777777777,3.333333333333333,4,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_21_14_10_2_7_20_8_15_15_3_8_15_2_8_17_5_20,bl_3,32,31,9,0.93359375,1.9375,4.1875,27,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_18_17_21_14_5_10_7_3_2_20_9_14_2_15_8_9_20,bl_3,32,31,9,0.93359375,1.9375,4.1875,27,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_17_16_3_10_12_7_2_21_9_19_18_2_5_15_8_9_4_15_8_4_18_4_19_5_5_9_9,bl_3,44,43,8,0.9334415584415584,1.9545454545454544,4.136363636363637,39,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_13_22_21_14_20_9_20_14_17_16_9_2_15_4_16_20_2_20_18_2_17_8_20_8_8_8,bl_3,49,48,6,0.9551020408163264,1.959183673469388,4.244897959183674,44,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_22_8_3_20_19_21_3_8_2_17_15_20_19_20_15_8,bl_3,25,24,7,0.9533333333333334,1.92,4.0,20,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_22_16_8_11_19_5_6_2_14_9_17_3_2_18_5_20_9,bl_3,32,31,9,0.93359375,1.9375,4.1875,27,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_13_3_10_2_17_5_16_8_7_19_21_17_3_8_5,bl_3,22,21,8,0.9188311688311688,1.9090909090909087,4.0,17,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_22_20_13_21_19_9_9_16_5_18_18_3_3_3,bl_3,15,14,7,0.9222222222222224,1.8666666666666667,3.6,10,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_13_21_16_14_12_18_5_7_3_2_2_5_15_4_15_17_4_15_5_9_8_9_8_9,bl_3,40,39,8,0.9339285714285714,1.95,4.15,35,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_15_2_7_3_6_16_2_14_16_11_8_11_20_9_5,bl_3,29,28,9,0.9267241379310344,1.9310344827586208,4.206896551724138,24,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_19_14_10_7_6_12_2_18_3_2_17_8_4_15_9_20_9_4_8_18_20,bl_3,37,36,9,0.9222972972972971,1.945945945945946,4.162162162162162,32,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_19_15_12_21_15_13_4_14_3_3_8_22_2_4_20_5_19_14_8_17_5_9_9_9,bl_3,29,28,8,0.9285714285714286,1.9310344827586208,4.0,24,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_10_11_18_2_16_16_3_4_3_9_16_8_21_9_15_22_19_5_20_5_9,bl_3,29,28,8,0.9285714285714286,1.9310344827586208,4.0,24,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_19_7_15_2_15_4_9_21_20_5_8_14_17_8_2_15_8_2_4_19_4_16_8_17_9_8_10_4_18_9_20_20,bl_3,58,57,8,0.9322660098522167,1.9655172413793105,4.206896551724138,53,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_15_15_21_2_4_12_8_17_9_4_14_16_8_16_3_7_20_3_9_4_9_20_15,bl_3,32,31,9,0.916015625,1.9375,4.0,27,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_18_17_22_6_9_20_16_2_9_11_2_4_18_17_3_8_9_18_4_17_5_4_18_4_15_20_9_8_8,bl_3,48,47,9,0.9244791666666666,1.9583333333333333,4.125,43,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_19_6_3_18_10_10_2_4_15_20_3_14_7_8_8,bl_3,23,22,9,0.907608695652174,1.9130434782608696,4.0,18,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_16_22_13_9_20_19_18_2_6_18_20_9_2_5_8_17_2_9_20_15,bl_3,42,41,8,0.9472789115646258,1.9523809523809523,4.285714285714286,37,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_3_22_11_4_21_5_14_14_2_9_19_4_19_20_4_4_16_15_2_17_5_5_14_14_19_9_9_9_9_9_9_8,bl_3,47,46,8,0.9270516717325228,1.9574468085106385,4.127659574468085,42,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_11_11_14_18_21_18_2_14_7_3_20_3_20_8_8,bl_3,22,21,9,0.9204545454545454,1.9090909090909087,4.0,17,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_3_13_17_7_2_10_14_20_8_14_2_4_8_8_18_6_16_5,bl_3,33,32,9,0.9242424242424242,1.93939393939394,4.181818181818182,28,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_2_4_4_13_9_7_16_12_6_19_15_14_14_9_2_18_4_20_19_3_8_4_14_8_4_8_5_15_9_8,bl_3,49,48,9,0.9183673469387756,1.959183673469388,4.122448979591836,44,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_11_2_17_9_4_9_10_21_7_2_15_9_14_9_17_5_2_4_8_20_20_15_17_14_14_9_20,bl_3,48,47,8,0.9404761904761904,1.9583333333333333,4.25,43,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_19_13_17_13_2_8_17_5_2_4_7_6_8_9_3_17_19_4_17_20_9,bl_3,37,36,9,0.9222972972972971,1.945945945945946,4.162162162162162,32,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_6_16_15_13_12_3_2_20_9_22_5_19_14_9_3,bl_3,22,21,9,0.9204545454545454,1.9090909090909087,4.0,17,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_22_3_21_14_5_2_4_2_18_5_20_17_14_5_17_19_18_8_9_9_9_8,bl_3,37,36,8,0.9362934362934364,1.945945945945946,4.162162162162162,32,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_7_17_14_3_11_21_20_14_11_3_9_2_18_9_5,bl_3,22,21,9,0.9204545454545454,1.9090909090909087,4.0,17,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_15_12_6_22_9_17_18_5_3_3_3,bl_3,12,11,7,0.888888888888889,1.8333333333333333,3.5,7,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_13_11_21_3_5_15_18_14_2_9_3_22_5_15_20_18_9_9,bl_3,25,24,8,0.9342857142857144,1.92,4.0,20,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_2_21_2_3_7_5_9_4_4_12_19_9_18_15_9_18_15_15_17_5_5_8_8,bl_3,40,39,8,0.9339285714285714,1.95,4.15,35,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_6_15_17_7_10_10_3_2_16_9_20_2_9_16_20,bl_3,29,28,9,0.9267241379310344,1.9310344827586208,4.206896551724138,24,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_13_18_21_15_22_9_9_2_19_14_17_2_19_9_5_9_4_5_9_20_17_5_3,bl_3,37,36,8,0.9362934362934364,1.945945945945946,4.162162162162162,32,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_11_22_15_14_2_5_18_18_4_5_18_21_18_5_9_8_8_2_14_2_16_8_4_17_20_20_9_9_8,bl_3,51,50,7,0.937908496732026,1.96078431372549,4.235294117647059,46,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_18_15_6_12_11_3_2_7_14_5_3_9,bl_3,19,18,8,0.9022556390977444,1.894736842105263,4.0,14,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_6_7_16_19_2_19_4_15_5_2_13_8_8_4_16_20_2_9_5_13_14_9_15_9,bl_3,47,46,8,0.9361702127659576,1.9574468085106385,4.25531914893617,42,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_7_12_21_5_15_8_12_15_2_15_15_3_3_4_19_8_9_20,bl_3,26,25,9,0.9182692307692308,1.9230769230769231,4.0,21,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_7_3_2_16_21_9_14_3_16_19_12_8_4_20_5_15_9,bl_3,26,25,9,0.9182692307692308,1.9230769230769231,4.0,21,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_11_6_18_7_17_11_3_3_3,bl_3,9,8,4,1.037037037037037,1.7777777777777777,3.333333333333333,4,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_12_3_10_2_8_17_17_20_16_2_15_9_5_6_22_17_4_16_5_8_9,bl_3,34,33,9,0.9319852941176472,1.9411764705882355,4.176470588235294,29,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_6_14_7_19_12_11_3_3_2_17_9_20,bl_3,19,18,9,0.9078947368421052,1.894736842105263,4.0,14,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_17_15_10_22_17_21_14_4_3_20_14_2_20_17_5_3_9_9_8_8,bl_3,27,26,8,0.9312169312169312,1.9259259259259256,4.0,22,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_16_2_7_15_4_20_21_15_18_13_18_5_9_9_2_3_19_8_9_4_5_17_9,bl_3,40,39,9,0.928125,1.95,4.15,35,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_11_3_21_7_5_10_19_18_18_3_2_14_20_8_8,bl_3,22,21,9,0.9204545454545454,1.9090909090909087,4.0,17,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_10_6_17_11_16_22_14_8_4_14_9_20_3_2_5_9_19_3,bl_3,24,23,9,0.9192708333333334,1.9166666666666667,4.0,19,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_2_16_4_21_7_19_19_4_3_9_3_20_12_4_5_18_9_18_15_19_8_9_8,bl_3,32,31,9,0.916015625,1.9375,4.0,27,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_16_22_12_6_14_9_14_2_14_3_9_3_4_5_4_4_20_15_14_14_8_9_9,bl_3,34,33,9,0.9154411764705882,1.9411764705882355,4.0,29,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_13_13_15_3_14_3_21_20_2_7_19_14_5_8_9,bl_3,22,21,9,0.9204545454545454,1.9090909090909087,4.0,17,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_13_17_16_3_2_14_10_8_3_7_6_5,bl_3,19,18,8,0.9022556390977444,1.894736842105263,4.0,14,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_10_17_3_7_14_10_3_2_9_6_4_20_9_17_15,bl_3,23,22,9,0.907608695652174,1.9130434782608696,4.0,18,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_2_12_18_17_2_11_5_6_18_8_2_17_5_16_9_22_16_5_20_9_9,bl_3,42,41,8,0.9472789115646258,1.9523809523809523,4.285714285714286,37,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_19_15_12_21_11_9_3_19_22_18_2_8_18_20_8_3_20_5,bl_3,25,24,8,0.9342857142857144,1.92,4.0,20,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_19_18_2_15_21_14_3_12_20_4_2_19_8_8_4_18_5_15_9_8_8_22_15_4_16_9_20_4_15_4_5_9_17_9_9,bl_3,55,54,8,0.922077922077922,1.963636363636364,4.109090909090909,50,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_18_11_11_15_2_6_2_8_17_3_9_14_20_20_22_20_9_19,bl_3,32,31,9,0.93359375,1.9375,4.1875,27,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_21_14_19_11_20_14_9_7_3_2_2_8_17_15_20_9_4_15_5_9,bl_3,36,35,9,0.9305555555555556,1.9444444444444444,4.166666666666667,31,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_14_18_2_21_14_8_17_9_13_22_18_9_5_20_5_3_3,bl_3,25,24,8,0.9342857142857144,1.92,4.0,20,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_1_3_6_14_11_10_2_2_19_16_18_8_9_4_7_19_8_4_19_18_2_4_4_20_14_5_15_14_9_20_8_8_8,bl_4,57,56,9,0.924342105263158,1.9649122807017545,4.2105263157894735,50,0.0,0,,0.0,0.0,0.0,1.0,1.0
0_1_1_1_11_6_13_19_14_16_22_20_15_2_14_20_2_19_4_4_17_19_8_2_8_2_18_20_15_5_8_9_4_14_4_5_16_8_8_8_9_8,bl_4,70,69,8,0.9346938775510204,1.9714285714285715,4.257142857142857,63,0.0,0,,0.0,0.0,0.0,1.0,1.0
